series,count,mean,std,min,5%,25%,50%,75%,95%,max
asset_return,2152.0,0.002479107665063718,0.04359805148423924,-0.4491599445100961,-0.06362320817303485,-0.017921997078779284,0.001394000885908686,0.021990551504605937,0.07056322178735816,0.26323667944201423
strategy_return,2152.0,0.001386603756010944,0.028318665135271585,-0.1946145141165888,-0.039600193896321086,0.0,0.0,0.00018132379747104466,0.047150710846269,0.26323667944201423
