trade_id,direction,entry_time,exit_time,entry_price,exit_price,pnl_pct,pnl_currency,bars_held,exit_reason,mae,mfe,long_pnl_pct,short_pnl_pct,entry_ema,entry_atr,entry_entry_price,entry_stop_level,entry_take_profit_level,entry_position,exit_ema,exit_atr,exit_entry_price,exit_stop_level,exit_take_profit_level,exit_position
36,Long,2025-08-05 23:00:00+00:00,2025-08-06 00:00:00+00:00,3610.19,3575.27,-0.009672621108584356,-34.92000000000016,1,long_exit_signal,-0.009672621108584356,0.0,-0.009672621108584356,0.0,3602.087123547236,37.41640017666933,3610.19,3565.290319787997,3685.022800353339,1.0,3601.6124841924175,37.8280858783358,,,,0.0
37,Long,2025-08-06 05:00:00+00:00,2025-08-06 12:00:00+00:00,3637.19,3582.91,-0.014923608609943462,-54.28000000000026,7,long_exit_signal,-0.014923608609943462,0.0003326743997427162,-0.014923608609943462,0.0,3601.044593362754,38.172855116218194,3637.19,3591.3825738605383,3713.5357102324365,1.0,3603.07915247078,34.64663918361499,,,,0.0
38,Long,2025-08-06 14:00:00+00:00,2025-08-07 01:00:00+00:00,3634.99,3665.69,0.008445690359533353,30.70000000000014,11,long_exit_signal,0.0,0.01296839881265166,0.008445690359533353,0.0,3603.6077983861287,35.495724602198635,3634.99,3592.3951304773614,3705.981449204397,1.0,3615.746668648604,31.94459865619415,,,,0.0
39,Long,2025-08-17 04:00:00+00:00,2025-08-17 06:00:00+00:00,4481.14,4455.32,-0.005761926652593008,-25.820000000000633,2,long_exit_signal,-0.005761926652593008,0.0,-0.005761926652593008,0.0,4462.792830328424,35.411579542025514,4481.14,4438.64610454957,4551.963159084052,1.0,4462.759270301239,34.13523950307298,,,,0.0
40,Long,2025-08-17 07:00:00+00:00,2025-08-17 08:00:00+00:00,4465.0,4533.15,0.015263157894736867,68.15000000000012,1,long_exit_signal,0.0,0.015263157894736867,0.015263157894736867,0.0,4462.798929233961,33.791293824282036,4465.0,4424.450447410862,4532.582587648564,1.0,4464.044080928935,37.071915693976194,,,,0.0
41,Long,2025-08-17 22:00:00+00:00,2025-08-17 23:00:00+00:00,4520.07,4470.66,-0.010931246639985681,-49.410000000000075,1,long_exit_signal,-0.010931246639985681,0.0,-0.010931246639985681,0.0,4475.682730239127,39.98773024132523,4520.07,4472.08472371041,4600.04546048265,1.0,4475.593832358788,41.227892366944886,,,,0.0
42,Long,2025-08-20 17:00:00+00:00,2025-08-20 18:00:00+00:00,4341.76,4289.55,-0.012025077387971761,-52.21000000000028,1,long_exit_signal,-0.012025077387971761,0.0,-0.012025077387971761,0.0,4308.583462731346,60.19353594496152,4341.76,4269.527756866047,4462.147071889924,1.0,4308.246587284773,61.80899766317858,,,,0.0
43,Long,2025-08-20 19:00:00+00:00,2025-08-21 02:00:00+00:00,4344.33,4291.01,-0.0122734690965004,-53.31999999999958,7,long_exit_signal,-0.0122734690965004,0.004534646309097168,-0.0122734690965004,0.0,4308.885231757608,62.08621211580871,4344.33,4269.826545461029,4468.502424231618,1.0,4311.710437659159,54.71346733872376,,,,0.0
44,Long,2025-08-21 05:00:00+00:00,2025-08-21 06:00:00+00:00,4316.0,4305.11,-0.002523169601482911,-10.890000000000242,1,long_exit_signal,-0.002523169601482911,0.0,-0.002523169601482911,0.0,4311.159974707989,50.69935413381055,4316.0,4255.160775039428,4417.398708267621,1.0,4311.052895509618,49.565828838538366,,,,0.0
45,Long,2025-08-22 07:00:00+00:00,2025-08-22 10:00:00+00:00,4325.99,4294.64,-0.00724689608621365,-31.349999999999387,3,long_exit_signal,-0.00724689608621365,0.0004022200698567957,-0.00724689608621365,0.0,4294.419227970534,44.155459759442316,4325.99,4273.0034482886695,4414.300919518884,1.0,4295.553076545706,41.89444427532615,,,,0.0
46,Long,2025-08-22 14:00:00+00:00,2025-08-22 16:00:00+00:00,4611.8,4744.88,0.028856411813174887,133.07999999999996,2,long_exit_signal,0.0,0.028856411813174887,0.028856411813174887,0.0,4299.750739208283,68.42502402508299,4611.8,4529.689971169901,4748.650048050166,1.0,4313.091408707436,74.5913217359134,,,,0.0
47,Long,2025-08-25 12:00:00+00:00,2025-08-25 15:00:00+00:00,4644.83,4610.31,-0.007431918929218018,-34.519999999999726,3,long_exit_signal,-0.007431918929218018,0.002742834506322067,-0.007431918929218018,0.0,4613.273465429131,61.59803862183158,4644.83,4570.912353653802,4768.026077243663,1.0,4614.239404904374,62.60747115603647,,,,0.0
48,Long,2025-08-26 19:00:00+00:00,2025-08-27 19:00:00+00:00,4593.84,4563.23,-0.006663270814830424,-30.610000000000596,24,long_exit_signal,-0.007190063215087972,0.013380962332166568,-0.006663270814830424,0.0,4554.450303582267,64.33472655650667,4593.84,4516.638328132192,4722.5094531130135,1.0,4569.7387742780265,53.17278782723861,,,,0.0
49,Long,2025-08-27 20:00:00+00:00,2025-08-27 21:00:00+00:00,4592.87,4525.65,-0.014635728857990804,-67.22000000000023,1,long_exit_signal,-0.014635728857990804,0.0,-0.014635728857990804,0.0,4570.148176503194,56.981874411007276,4592.87,4524.491750706791,4706.833748822014,1.0,4569.360598158005,58.846740524506764,,,,0.0
50,Long,2025-08-28 04:00:00+00:00,2025-08-28 14:00:00+00:00,4568.9,4565.29,-0.0007901245376348287,-3.6099999999997685,10,long_exit_signal,-0.0007901245376348287,0.008678237650200371,-0.0007901245376348287,0.0,4563.817420801003,52.118603506402756,4568.9,4506.3576757923165,4673.137207012805,1.0,4567.577435365999,44.60897048567564,,,,0.0
51,Long,2025-08-31 00:00:00+00:00,2025-08-31 06:00:00+00:00,4465.37,4432.77,-0.007300626823756873,-32.59999999999923,6,long_exit_signal,-0.007300626823756873,0.0045572931246460335,-0.007300626823756873,0.0,4446.1345325969,35.98519896992511,4465.37,4422.1877612360895,4537.34039793985,1.0,4447.215048756923,33.25475249269358,,,,0.0
52,Long,2025-08-31 07:00:00+00:00,2025-08-31 22:00:00+00:00,4448.77,4442.72,-0.0013599264515810061,-6.050000000000034,15,long_exit_signal,-0.0013599264515810061,0.008737246474868288,-0.0013599264515810061,0.0,4447.242570017863,32.701555886072626,4448.77,4409.5281329367135,4514.173111772146,1.0,4451.7942537452145,30.108224445099697,,,,0.0
53,Long,2025-09-01 07:00:00+00:00,2025-09-01 09:00:00+00:00,4461.11,4439.16,-0.0049203001046824735,-21.950000000000028,2,long_exit_signal,-0.0049203001046824735,0.002907348171195201,-0.0049203001046824735,0.0,4444.4553503802335,40.79714447751453,4461.11,4412.153426626982,4542.7042889550285,1.0,4444.876677267982,40.32697661581608,,,,0.0
54,Long,2025-09-03 13:00:00+00:00,2025-09-04 03:00:00+00:00,4417.45,4396.12,-0.004828577573034232,-21.330000000000066,14,long_exit_signal,-0.004828577573034232,0.01348062796409688,-0.004828577573034232,0.0,4381.555838675148,41.7389660292586,4417.45,4367.363240764889,4500.927932058517,1.0,4398.05635585225,36.093323819305645,,,,0.0
55,Long,2025-09-04 10:00:00+00:00,2025-09-04 13:00:00+00:00,4405.14,4375.99,-0.006617269825703764,-29.150000000000684,3,long_exit_signal,-0.006617269825703764,0.002095279605188294,-0.006617269825703764,0.0,4395.957903114852,33.342931793750125,4405.14,4365.128481847501,4471.825863587501,1.0,4396.06877430258,36.036403480637375,,,,0.0
56,Long,2025-09-05 07:00:00+00:00,2025-09-05 12:00:00+00:00,4415.0,4469.39,0.012319365798414639,54.39000000000063,5,long_exit_signal,-0.004382785956964952,0.012319365798414639,0.012319365798414639,0.0,4375.025412222522,37.49968591071592,4415.0,4370.000376907141,4489.999371821432,1.0,4378.799146033264,39.2704142820838,,,,0.0
57,Long,2025-09-08 10:00:00+00:00,2025-09-08 11:00:00+00:00,4327.21,4310.47,-0.0038685434725839185,-16.73999999999986,1,long_exit_signal,-0.0038685434725839185,0.0,-0.0038685434725839185,0.0,4320.542914969868,22.17553843003382,4327.21,4300.599353883959,4371.561076860067,1.0,4320.364633288986,22.809428542174278,,,,0.0
58,Long,2025-09-08 14:00:00+00:00,2025-09-08 17:00:00+00:00,4349.2,4309.27,-0.009180998804377727,-39.92999999999961,3,long_exit_signal,-0.009180998804377727,0.0047411018118275194,-0.009180998804377727,0.0,4320.809598654408,25.88442584080062,4349.2,4318.138688991039,4400.968851681601,1.0,4321.733063065018,28.944421855772195,,,,0.0
59,Long,2025-09-08 18:00:00+00:00,2025-09-08 19:00:00+00:00,4327.58,4291.27,-0.008390370599734576,-36.309999999999356,1,long_exit_signal,-0.008390370599734576,0.0,-0.008390370599734576,0.0,4321.836548674486,28.754106008931306,4327.58,4293.075072789283,4385.088212017862,1.0,4321.29554781299,29.955955579721923,,,,0.0
60,Long,2025-09-09 06:00:00+00:00,2025-09-09 12:00:00+00:00,4363.99,4343.7,-0.0046494148703365434,-20.28999999999997,6,long_exit_signal,-0.0046494148703365434,0.0,-0.0046494148703365434,0.0,4319.2259000602335,28.22622931227502,4363.99,4330.11852482527,4420.4424586245495,1.0,4322.51273818587,26.988621842109925,,,,0.0
61,Long,2025-09-10 03:00:00+00:00,2025-09-10 04:00:00+00:00,4318.84,4310.32,-0.0019727519426513407,-8.520000000000316,1,long_exit_signal,-0.0019727519426513407,0.0,-0.0019727519426513407,0.0,4317.69164147585,25.767450024020302,4318.84,4287.919059971176,4370.374900048041,1.0,4317.561169945304,24.84263216516169,,,,0.0
62,Long,2025-09-10 07:00:00+00:00,2025-09-10 12:00:00+00:00,4327.66,4369.27,0.009614895809744839,41.61000000000035,5,long_exit_signal,-0.0011068337161421749,0.009614895809744839,0.009614895809744839,0.0,4317.444636598083,24.401987196377608,4327.66,4298.377615364347,4376.4639743927555,1.0,4319.0039221783545,25.469047908060357,,,,0.0
63,Long,2025-09-10 20:00:00+00:00,2025-09-11 03:00:00+00:00,4327.88,4402.0,0.017126168008355203,74.12000000000032,7,long_exit_signal,0.0,0.017126168008355203,0.017126168008355203,0.0,4325.541778261357,34.4656572443614,4327.88,4286.521211306766,4396.811314488723,1.0,4329.957424196737,30.829118354077032,,,,0.0
64,Long,2025-09-17 06:00:00+00:00,2025-09-17 08:00:00+00:00,4543.61,4509.28,-0.007555666089299029,-34.329999999999956,2,long_exit_signal,-0.007555666089299029,0.0,-0.007555666089299029,0.0,4531.433845051896,32.96772188713903,4543.61,4504.0487337354325,4609.545443774277,1.0,4531.231180584572,33.18936223942087,,,,0.0
65,Long,2025-09-17 21:00:00+00:00,2025-09-18 01:00:00+00:00,4527.4,4616.81,0.019748641604453,89.4100000000005,4,long_exit_signal,0.0,0.019748641604453,0.019748641604453,0.0,4522.285624794027,44.00455889749363,4527.4,4474.594529323007,4615.409117794987,1.0,4527.1899428079505,44.84255015283518,,,,0.0
66,Long,2025-09-19 04:00:00+00:00,2025-09-19 05:00:00+00:00,4555.86,4538.5,-0.0038104770559235224,-17.359999999999737,1,long_exit_signal,-0.0038104770559235224,0.0,-0.0038104770559235224,0.0,4551.329713161249,31.031892326108547,4555.86,4518.621729208669,4617.923784652216,1.0,4551.102638592023,31.04532858852932,,,,0.0
67,Long,2025-09-28 20:00:00+00:00,2025-09-28 21:00:00+00:00,4049.6,4048.29,-0.000323488739628619,-1.3100000000000556,1,long_exit_signal,-0.000323488739628619,0.0,-0.000323488739628619,0.0,4049.479131099649,21.75691181717018,4049.6,4023.4917058193955,4093.1138236343404,1.0,4049.4580845315136,21.663560973086618,,,,0.0
68,Long,2025-09-28 22:00:00+00:00,2025-09-29 06:00:00+00:00,4130.47,4095.37,-0.008497822281725909,-35.10000000000041,8,long_exit_signal,-0.008497822281725909,0.0021982970460987517,-0.008497822281725909,0.0,4050.8919237433447,26.598306617866147,4130.47,4098.552032058561,4183.666613235732,1.0,4059.5863790084095,23.445149080480224,,,,0.0
69,Long,2025-09-30 18:00:00+00:00,2025-09-30 20:00:00+00:00,4114.89,4194.12,0.019254463667315314,79.22999999999912,2,long_exit_signal,0.0,0.019254463667315314,0.019254463667315314,0.0,4106.929094682395,30.69732442942447,4114.89,4078.053210684691,4176.284648858849,1.0,4109.368553182065,34.18407055394251,,,,0.0
70,Long,2025-10-08 17:00:00+00:00,2025-10-08 19:00:00+00:00,4536.99,4512.64,-0.005366994417003279,-24.349999999999707,2,long_exit_signal,-0.005366994417003279,0.0,-0.005366994417003279,0.0,4517.390654150009,44.86202193106561,4536.99,4483.155573682721,4626.714043862131,1.0,4517.376625403889,42.95429442015352,,,,0.0
71,Long,2025-10-08 21:00:00+00:00,2025-10-09 00:00:00+00:00,4523.78,4509.01,-0.003264968676637614,-14.769999999999705,3,long_exit_signal,-0.003264968676637614,0.0,-0.003264968676637614,0.0,4517.212887587228,40.70303957656092,4523.78,4474.936352508126,4605.186079153122,1.0,4517.217317981675,37.40018875718083,,,,0.0
72,Long,2025-10-12 16:00:00+00:00,2025-10-13 11:00:00+00:00,4104.17,4078.36,-0.006288725856872346,-25.809999999999775,19,long_exit_signal,-0.006288725856872346,0.022601402963327688,-0.006288725856872346,0.0,4083.330502502865,70.5246017646616,4104.17,4019.5404778824063,4245.219203529323,1.0,4100.7724476098065,57.36512100313631,,,,0.0
73,Long,2025-10-13 13:00:00+00:00,2025-10-13 14:00:00+00:00,4162.68,4093.8,-0.01654703220040943,-68.88000000000032,1,long_exit_signal,-0.01654703220040943,0.0,-0.01654703220040943,0.0,4101.78344482735,61.06344617107165,4162.68,4089.4038645947144,4284.806892342143,1.0,4101.642144918901,63.56891430170938,,,,0.0
74,Long,2025-10-13 15:00:00+00:00,2025-10-13 19:00:00+00:00,4133.44,4250.0,0.02819927227684449,116.56000000000007,4,long_exit_signal,0.0,0.02819927227684449,0.02819927227684449,0.0,4102.204938814141,63.001134708730135,4133.44,4057.8386383495235,4259.44226941746,1.0,4110.251050646448,60.86800105206266,,,,0.0
75,Long,2025-10-14 18:00:00+00:00,2025-10-14 19:00:00+00:00,4118.84,4100.67,-0.004411436229618038,-18.16999999999996,1,long_exit_signal,-0.004411436229618038,0.0,-0.004411436229618038,0.0,4101.076070350038,70.22152290009747,4118.84,4034.574172519883,4259.283045800195,1.0,4101.068883264196,72.38784269294766,,,,0.0
76,Long,2025-10-14 20:00:00+00:00,2025-10-15 03:00:00+00:00,4116.03,4079.71,-0.00882403675386223,-36.31999999999955,7,long_exit_signal,-0.00882403675386223,0.0017055269276464724,-0.00882403675386223,0.0,4101.333681790494,71.31585392916573,4116.03,4030.450975285001,4258.661707858331,1.0,4102.509579851563,59.09326544039146,,,,0.0
77,Long,2025-10-15 04:00:00+00:00,2025-10-15 11:00:00+00:00,4114.6,4098.55,-0.0039007436931901562,-16.050000000000217,7,long_exit_signal,-0.0039007436931901562,0.015926213969766234,-0.0039007436931901562,0.0,4102.723569588704,58.650889337506335,4114.6,4044.2189327949927,4231.901778675013,1.0,4105.675780948177,54.99430108811901,,,,0.0
78,Long,2025-10-19 10:00:00+00:00,2025-10-19 11:00:00+00:00,3929.58,3922.2,-0.0018780633044752637,-7.379999999999907,1,long_exit_signal,-0.0018780633044752637,0.0,-0.0018780633044752637,0.0,3926.301640634328,39.507541290219756,3929.58,3882.170950451736,4008.5950825804393,1.0,3926.229045224871,39.30128834091833,,,,0.0
