trade_id,direction,entry_time,exit_time,entry_price,exit_price,pnl_pct,pnl_currency,bars_held,exit_reason,mae,mfe,long_pnl_pct,short_pnl_pct,entry_vwap,entry_rsi,entry_atr,entry_active_entry_price,entry_stop_level,entry_take_profit_level,entry_position,exit_vwap,exit_rsi,exit_atr,exit_active_entry_price,exit_stop_level,exit_take_profit_level,exit_position
71,Short,2023-08-26 15:00:00+00:00,2023-08-27 14:00:00+00:00,1650.6,1656.86,-0.003792560281109969,-6.260000000000114,23,short_exit_signal,-0.0037782311118621514,0.0034225548186288535,0.0,-0.003792560281109969,1650.4664005414254,49.29608805055049,4.94863907077612,1650.6,1658.0229586061641,,short,1650.8751911586573,65.14258305741448,3.8273486627454556,,,,flat
72,Short,2023-08-28 19:00:00+00:00,2023-08-29 01:00:00+00:00,1645.82,1654.48,-0.005261814779258911,-8.6599999999999,6,short_exit_signal,-0.005775109038408166,7.8994221268891e-05,0.0,-0.005261814779258911,1645.336647606512,47.656948720137045,8.089297178910803,1645.82,1657.953945768366,,short,1656.0448445764814,57.48323827986102,7.313539906953282,,,,flat
73,Short,2023-08-31 09:00:00+00:00,2023-08-31 11:00:00+00:00,1703.33,1712.87,-0.005600793739322318,-9.539999999999884,2,short_exit_signal,-0.005569599560970695,0.0,0.0,-0.005600793739322318,1702.2816052067647,49.66762275511544,6.3007018843944165,1703.33,1712.7810528265916,,short,1709.0097397451452,61.9534109314463,7.340860298278856,,,,flat
74,Long,2023-08-31 14:00:00+00:00,2023-08-31 15:00:00+00:00,1704.54,1688.1,-0.009644830863458798,-16.440000000000058,1,long_exit_signal,-0.009644830863458798,0.0,-0.009644830863458798,0.0,1707.3802797479202,50.13775218258231,7.840652359809998,1704.54,1692.7790214602849,,long,1703.2164447233656,34.81030078042569,9.46060576268071,,,,flat
75,Short,2023-09-02 16:00:00+00:00,2023-09-03 20:00:00+00:00,1635.36,1642.06,-0.0040969572448879,-6.699999999999876,28,short_exit_signal,-0.004080240673300595,0.005027102103024816,0.0,-0.0040969572448879,1634.0405773125249,49.91629116172762,6.656897271092465,1635.36,1645.3453459066386,,short,1634.118754681211,62.184165486750516,6.280620805203479,,,,flat
76,Long,2023-09-04 06:00:00+00:00,2023-09-04 12:00:00+00:00,1636.55,1629.76,-0.004148971922642075,-6.789999999999888,6,long_exit_signal,-0.004148971922642075,0.001118205982096665,-0.004148971922642075,0.0,1636.7653885436,52.52766991402101,5.753734849282317,1636.55,1627.9193977260766,,long,1635.2217814812516,40.7260910390619,5.326381186587006,,,,flat
77,Long,2023-09-06 09:00:00+00:00,2023-09-06 14:00:00+00:00,1631.59,1623.46,-0.00498286947088411,-8.129999999999805,5,long_exit_signal,-0.00498286947088411,0.0002635466017810728,-0.00498286947088411,0.0,1631.7694509938015,51.02342739269638,5.335397404104634,1631.59,1623.5869038938429,,long,1629.7384043391507,38.440076565751156,5.749146148855797,,,,flat
78,Long,2023-09-06 19:00:00+00:00,2023-09-09 17:00:00+00:00,1630.68,1633.59,0.0017845316064462047,2.9099999999996973,70,long_exit_signal,-0.0033605612382564543,0.01440503348296418,0.0017845316064462047,0.0,1635.0935663751886,50.197714320056356,11.778610402375353,1630.68,1613.012084396437,,long,1633.394224197799,49.406753929542184,3.808048222288305,1633.59,1639.3020723334323,,short
79,Short,2023-09-09 17:00:00+00:00,2023-09-14 15:00:00+00:00,1633.59,1634.02,-0.0002632239423601135,-0.4300000000000578,118,short_exit_signal,-0.0012228003350472916,0.06173794358507734,0.0,-0.0002632239423601135,1633.394224197799,49.406753929542184,3.808048222288305,1633.59,1639.3020723334323,,short,1625.4085952719902,66.32802480752427,10.535581561407929,,,,flat
80,Long,2023-09-16 15:00:00+00:00,2023-09-17 00:00:00+00:00,1633.71,1624.37,-0.005717048925451995,-9.34000000000018,9,long_exit_signal,-0.005717048925451995,0.0018852795171724335,-0.005717048925451995,0.0,1638.4706662208007,51.065506539068274,6.0357971730348385,1633.71,1624.6563042404478,,long,1626.1233333333332,36.9329526940545,5.668143541488066,,,,flat
81,Short,2023-09-17 11:00:00+00:00,2023-09-18 02:00:00+00:00,1628.62,1628.75,-7.982218074209513e-05,-0.13000000000019096,15,short_exit_signal,-0.0012694012963838652,0.010554662728575748,0.0,-7.982218074209513e-05,1627.5076177535257,45.592738101851424,4.9082990249235525,1628.62,1635.9824485373852,,short,1618.8798114307283,53.78158785926588,8.04553129472672,,,,flat
82,Long,2023-09-18 19:00:00+00:00,2023-09-19 03:00:00+00:00,1640.06,1633.93,-0.0037376681340925977,-6.129999999999906,8,long_exit_signal,-0.006469275514310424,0.0006829018450544844,-0.0037376681340925977,0.0,1641.7797750279149,51.02261629744734,10.43012043411336,1640.06,1624.41481934883,,long,1632.6612466349975,47.00518844758856,8.84598383786644,1633.93,1647.1989757567997,,short
83,Short,2023-09-19 03:00:00+00:00,2023-09-19 09:00:00+00:00,1633.93,1652.78,-0.011536601935211444,-18.850000000000033,6,short_exit_signal,-0.011405026682317021,0.0,0.0,-0.011536601935211444,1632.6612466349975,47.00518844758856,8.84598383786644,1633.93,1647.1989757567997,,short,1640.261053790787,62.47570853732306,8.675843448051578,,,,flat
84,Long,2023-09-19 23:00:00+00:00,2023-09-20 00:00:00+00:00,1642.49,1641.46,-0.0006270966642110132,-1.029999999999947,1,long_exit_signal,-0.0006270966642110132,0.0,-0.0006270966642110132,0.0,1643.803201389271,50.48703882672262,8.273035253613463,1642.49,1630.0804471195797,,long,1641.1533333333334,49.44656240594566,8.067818449783935,1641.46,1653.561727674676,,short
85,Short,2023-09-20 00:00:00+00:00,2023-09-26 16:00:00+00:00,1641.46,1588.08,0.03251982990752145,53.38000000000016,160,short_exit_signal,-0.0038173266575632914,0.046876195821321964,0.0,0.03251982990752145,1641.1533333333334,49.44656240594566,8.067818449783935,1641.46,1653.561727674676,,short,1588.1511711840926,51.61494468592698,6.91337579375871,1588.08,1577.7099363093619,,long
86,Long,2023-09-26 16:00:00+00:00,2023-10-05 14:00:00+00:00,1588.08,1641.0,0.03332325827414251,52.920000000000236,214,long_exit_signal,-0.0025250617097375416,0.09194750894161507,0.03332325827414251,0.0,1588.1511711840926,51.61494468592698,6.91337579375871,1588.08,1577.7099363093619,,long,1640.6827337677062,49.48631501653134,7.573670279928906,1641.0,1652.3605054198933,,short
87,Short,2023-10-05 14:00:00+00:00,2023-10-06 19:00:00+00:00,1641.0,1645.5,-0.002742230347349217,-4.500000000000066,29,short_exit_signal,-0.003521982025746828,0.018476567591219073,0.0,-0.002742230347349217,1640.6827337677062,49.48631501653134,7.573670279928906,1641.0,1652.3605054198933,,short,1631.6850228606404,60.77419209203533,10.28740088899038,,,,flat
88,Long,2023-10-07 12:00:00+00:00,2023-10-07 19:00:00+00:00,1639.29,1630.05,-0.005636586571015512,-9.240000000000018,7,long_exit_signal,-0.005636586571015512,0.0012017397775867522,-0.005636586571015512,0.0,1640.1549138240603,51.67143541822571,6.361156786001726,1639.29,1629.7482648209973,,long,1638.5911632115701,38.54269375092473,5.6821669056375725,,,,flat
89,Short,2023-10-08 22:00:00+00:00,2023-10-14 12:00:00+00:00,1630.33,1549.72,0.04944397759962704,80.60999999999996,134,short_exit_signal,-0.0016228000342931592,0.06684421992173695,0.0,0.04944397759962704,1628.8269286114255,48.12650922817092,6.263310372428669,1630.33,1639.724965558643,,short,1549.8233469227523,52.00263333985439,5.925201871366432,1549.72,1540.8321971929504,,long
90,Long,2023-10-14 12:00:00+00:00,2023-10-18 06:00:00+00:00,1549.72,1571.53,0.01407351005342905,21.81000000000007,90,long_exit_signal,-0.0006969000851766438,0.0332511679529206,0.01407351005342905,0.0,1549.8233469227523,52.00263333985439,5.925201871366432,1549.72,1540.8321971929504,,long,1570.1266702919752,49.98862437362003,8.71893820842148,1571.53,1584.6084073126322,,short
91,Short,2023-10-18 06:00:00+00:00,2023-10-18 11:00:00+00:00,1571.53,1578.03,-0.004136096670124045,-6.500000000000041,5,short_exit_signal,-0.005203354961228035,0.0018615207094179187,0.0,-0.004136096670124045,1570.1266702919752,49.98862437362003,8.71893820842148,1571.53,1584.6084073126322,,short,1572.4020688625374,55.400245458563155,9.282259241349289,,,,flat
92,Long,2023-10-21 03:00:00+00:00,2023-10-31 10:00:00+00:00,1596.75,1802.27,0.1287114451229059,205.51999999999998,247,long_exit_signal,0.0,0.15895412556755906,0.1287114451229059,0.0,1597.3567577642252,50.987685134063966,8.304065191863865,1596.75,1584.293902212204,,long,1801.0199679108587,49.8238178430428,11.988257396787642,1802.27,1820.2523860951815,,short
93,Short,2023-10-31 10:00:00+00:00,2023-11-01 00:00:00+00:00,1802.27,1819.35,-0.00947693741781186,-17.079999999999778,14,short_exit_signal,-0.00938796823041188,0.005585127157889946,0.0,-0.00947693741781186,1801.0199679108587,49.8238178430428,11.988257396787642,1802.27,1820.2523860951815,,short,1821.1499999999999,59.69332733635166,12.690311961563012,,,,flat
94,Long,2023-11-06 07:00:00+00:00,2023-11-07 15:00:00+00:00,1879.0,1863.85,-0.00806279936136245,-15.150000000000043,32,long_exit_signal,-0.00806279936136245,0.018605641298563125,-0.00806279936136245,0.0,1884.0447140176054,50.121569084364786,14.474160730261682,1879.0,1857.2887589046074,,long,1880.571891477451,37.03696930846952,12.754558122502198,,,,flat
95,Long,2023-11-08 04:00:00+00:00,2023-11-12 08:00:00+00:00,1885.92,2057.49,0.09097416645456846,171.56999999999977,100,long_exit_signal,-0.005546364639009149,0.131681089335709,0.09097416645456846,0.0,1886.4934755063146,50.12158782320923,12.283089731949746,1885.92,1867.4953654020755,,long,2043.6811913562021,49.706491522258865,14.860660333938764,2057.49,2079.780990500908,,short
96,Short,2023-11-12 08:00:00+00:00,2023-11-13 14:00:00+00:00,2057.49,2077.26,-0.009608795182479923,-19.770000000000614,30,short_exit_signal,-0.009517344964039332,0.008000352740598293,0.0,-0.009608795182479923,2043.6811913562021,49.706491522258865,14.860660333938764,2057.49,2079.780990500908,,short,2055.146120099529,61.46881028236934,16.657144154103214,,,,flat
97,Short,2023-11-14 06:00:00+00:00,2023-11-16 11:00:00+00:00,2058.93,2070.03,-0.005391149771969195,-11.100000000000533,53,short_exit_signal,-0.009134178092410128,0.047018261148148666,0.0,-0.005391149771969195,2048.589947217781,48.84198354623726,17.283343676098287,2058.93,2084.8550155141475,,short,2061.2377690284998,62.30381884376067,17.73256928847455,,,,flat
98,Long,2023-11-21 03:00:00+00:00,2023-11-21 14:00:00+00:00,2019.78,1990.8,-0.014348097317529618,-28.979999999999972,11,long_exit_signal,-0.014348097317529618,0.0,-0.014348097317529618,0.0,2021.938696762101,50.277746778747655,19.253161227896417,2019.78,1990.9002581581553,,long,2009.5272299315666,39.54213058023953,15.366257557533162,,,,flat
99,Long,2023-11-23 17:00:00+00:00,2023-11-25 05:00:00+00:00,2058.77,2084.55,0.012522039858750666,25.780000000000108,36,long_exit_signal,0.0,0.028507312618699432,0.012522039858750666,0.0,2061.525301726942,52.55524889896051,16.766206072062058,2058.77,2033.6206908919069,,long,2082.529207862738,49.897805555298454,14.041222663004797,2084.55,2105.6118339945074,,short
100,Short,2023-11-25 05:00:00+00:00,2023-11-29 11:00:00+00:00,2084.55,2052.58,0.015336643400254424,31.97000000000036,102,short_exit_signal,-0.0032085919493510806,0.045075803152448524,0.0,0.015336643400254424,2082.529207862738,49.897805555298454,14.041222663004797,2084.55,2105.6118339945074,,short,2056.203089746347,51.79534222633436,13.450142872171622,2052.58,2032.4047856917425,,long
101,Long,2023-11-29 11:00:00+00:00,2023-11-29 14:00:00+00:00,2052.58,2036.1,-0.008028919701059123,-16.479999999999933,3,long_exit_signal,-0.008028919701059123,0.0005748862407313204,-0.008028919701059123,0.0,2056.203089746347,51.79534222633436,13.450142872171622,2052.58,2032.4047856917425,,long,2053.978739873699,42.693342643601525,14.05543873548142,,,,flat
102,Short,2023-11-30 04:00:00+00:00,2023-11-30 23:00:00+00:00,2035.85,2051.76,-0.007814917601984606,-15.910000000000359,19,short_exit_signal,-0.007754318243849312,0.005040382298927559,0.0,-0.007814917601984606,2033.3780711283812,48.52464877830171,12.080434805002294,2035.85,2053.9706522075035,,short,2036.1712334648669,61.37340109784494,10.852551440980296,,,,flat
103,Long,2023-12-04 16:00:00+00:00,2023-12-05 07:00:00+00:00,2226.34,2200.19,-0.011745735152762005,-26.150000000000162,15,long_exit_signal,-0.011745735152762005,0.011588526460468707,-0.011745735152762005,0.0,2235.269640394727,54.42099731407122,22.0821540984771,2226.34,2193.2167688522845,,long,2223.882321998116,40.73353516356818,19.7306262078151,,,,flat
104,Long,2023-12-06 12:00:00+00:00,2023-12-06 22:00:00+00:00,2263.97,2233.27,-0.013560250356674297,-30.699999999999907,10,long_exit_signal,-0.013560250356674297,0.004306594168650646,-0.013560250356674297,0.0,2277.2132869160014,50.16439010641648,22.11387894315453,2263.97,2230.799181585268,,long,2269.7443431827724,38.60059522354956,21.315607421424126,,,,flat
105,Short,2023-12-07 13:00:00+00:00,2023-12-07 15:00:00+00:00,2249.45,2322.81,-0.032612416368445585,-73.35999999999991,2,short_exit_signal,-0.03158243678992256,0.0,0.0,-0.032612416368445585,2246.957706801046,48.45800073188806,17.00227451836723,2249.45,2274.9534117775506,,short,2265.809260032973,70.85611010862222,21.002624457163563,,,,flat
106,Long,2023-12-09 12:00:00+00:00,2023-12-09 23:00:00+00:00,2360.53,2342.4,-0.007680478536599922,-18.130000000000216,11,long_exit_signal,-0.007680478536599922,0.001698771038707303,-0.007680478536599922,0.0,2369.2816084685114,50.86502903402452,16.889461302993784,2360.53,2335.1958080455097,,long,2362.7926039680833,41.39663473983776,16.84088652027142,,,,flat
107,Short,2023-12-10 06:00:00+00:00,2023-12-10 20:00:00+00:00,2352.04,2378.48,-0.011241305419975811,-26.439999999999905,14,short_exit_signal,-0.011116343210790136,0.01183900332111576,0.0,-0.011241305419975811,2352.012776961178,47.8223181802989,13.571950276810105,2352.04,2372.397925415215,,short,2349.071805632607,63.25275287816907,13.535384578993924,,,,flat
108,Short,2023-12-10 23:00:00+00:00,2023-12-15 09:00:00+00:00,2353.97,2279.73,0.03153820991771339,74.23999999999978,106,short_exit_signal,0.0,0.09213688537520048,0.0,0.03153820991771339,2350.8166273366114,49.8156185614153,14.29477402334171,2353.97,2375.4121610350126,,short,2280.464265292705,50.45756673041729,17.423945072134643,2279.73,2253.594082391798,,long
109,Long,2023-12-15 09:00:00+00:00,2023-12-15 13:00:00+00:00,2279.73,2250.62,-0.012769055984700017,-29.11000000000017,4,long_exit_signal,-0.012769055984700017,0.00046058085825961825,-0.012769055984700017,0.0,2280.464265292705,50.45756673041729,17.423945072134643,2279.73,2253.594082391798,,long,2274.8032878567547,38.57367020277248,16.54815611217299,,,,flat
110,Short,2023-12-16 04:00:00+00:00,2023-12-21 12:00:00+00:00,2251.29,2260.96,-0.00429531513043635,-9.670000000000051,128,short_exit_signal,-0.004276944306843111,0.05737554775894371,0.0,-0.00429531513043635,2240.8517989614197,49.26545305795765,16.850436191473765,2251.29,2276.5656542872107,,short,2228.4393513088025,67.3160318189943,19.823479042276897,,,,flat
111,Short,2023-12-25 07:00:00+00:00,2023-12-25 12:00:00+00:00,2282.15,2301.71,-0.008570865192910171,-19.55999999999995,5,short_exit_signal,-0.008498029725725664,0.0034427872946638516,0.0,-0.008570865192910171,2275.4632558892476,48.12827757988789,13.436214599189361,2282.15,2302.304321898784,,short,2278.852775964896,62.07590638180014,14.193600503467316,,,,flat
112,Long,2023-12-28 16:00:00+00:00,2023-12-29 01:00:00+00:00,2370.49,2335.74,-0.014659416407578174,-34.749999999999986,9,long_exit_signal,-0.014659416407578174,0.0,-0.014659416407578174,0.0,2392.800130095344,51.61686205842604,28.150976639463305,2370.49,2328.263535040805,,long,2338.6095148968616,41.66635339275361,26.339703315757493,,,,flat
113,Short,2023-12-29 06:00:00+00:00,2023-12-29 14:00:00+00:00,2352.69,2384.22,-0.013401680629407053,-31.52999999999968,8,short_exit_signal,-0.013224450763771656,0.007390501963236096,0.0,-0.013401680629407053,2342.727673727359,48.25261794161937,22.910615653480598,2352.69,2387.055923480221,,short,2351.8211001178774,59.093556441063036,22.18220154624019,,,,flat
114,Short,2023-12-30 18:00:00+00:00,2024-01-01 18:00:00+00:00,2304.28,2328.95,-0.010706164181436106,-24.669999999999593,48,short_exit_signal,-0.010592756392365454,0.012607719316748645,0.0,-0.010706164181436106,2297.898543266219,47.934920903536636,17.42392881151392,2304.28,2330.415893217271,,short,2300.6851606371106,65.40733793072087,13.35916639283764,,,,flat
115,Long,2024-01-02 16:00:00+00:00,2024-01-02 21:00:00+00:00,2370.2,2368.26,-0.0008184963294235459,-1.9399999999996884,5,long_exit_signal,-0.004518606024808025,0.0004387815374229387,-0.0008184963294235459,0.0,2388.070825938639,51.11839502605068,21.28225780782773,2370.2,2338.2766132882584,,long,2383.4608348599054,50.63358219954788,21.493669598682438,2368.26,2336.0194956019764,,long
116,Long,2024-01-02 21:00:00+00:00,2024-01-03 11:00:00+00:00,2368.26,2309.86,-0.024659454620691967,-58.39999999999996,14,long_exit_signal,-0.024659454620691967,0.004425189801795293,-0.024659454620691967,0.0,2383.4608348599054,50.63358219954788,21.493669598682438,2368.26,2336.0194956019764,,long,2353.267899157265,31.948615930901326,21.01051011018344,,,,flat
117,Short,2024-01-05 07:00:00+00:00,2024-01-08 15:00:00+00:00,2252.39,2269.94,-0.007791723458193456,-17.550000000000356,80,short_exit_signal,-0.0077314818893892134,0.03160223322448119,0.0,-0.007791723458193456,2245.721343781628,48.42863575651669,20.812277528875402,2252.39,2283.608416293313,,short,2224.6622034206307,64.89090402487844,20.255132621917575,,,,flat
118,Short,2024-01-13 16:00:00+00:00,2024-01-16 21:00:00+00:00,2557.43,2607.25,-0.01948049408976993,-49.820000000000306,77,short_exit_signal,-0.019108255825103115,0.033572317690230946,0.0,-0.01948049408976993,2543.0190551977385,49.307911580345056,26.213444471858963,2557.43,2596.750166707788,,short,2547.413163254794,69.94498924638565,21.250103416719323,,,,flat
119,Short,2024-01-18 08:00:00+00:00,2024-01-20 22:00:00+00:00,2537.75,2471.81,0.025983646931336812,65.94,62,short_exit_signal,-0.0006851769449770506,0.044724199398133324,0.0,0.025983646931336812,2530.9103703163064,49.37349098977169,14.047853358058008,2537.75,2558.821780037087,,short,2472.1005680944313,50.119500159089505,12.085880100950806,2471.81,2453.6811798485737,,long
120,Long,2024-01-20 22:00:00+00:00,2024-01-21 23:00:00+00:00,2471.81,2457.02,-0.005983469603246139,-14.789999999999837,25,long_exit_signal,-0.005983469603246139,0.003374045739761522,-0.005983469603246139,0.0,2472.1005680944313,50.119500159089505,12.085880100950806,2471.81,2453.6811798485737,,long,2471.7286659872834,38.33140181548534,9.528591712071165,,,,flat
121,Short,2024-01-24 11:00:00+00:00,2024-01-26 16:00:00+00:00,2243.22,2278.52,-0.015736307629211632,-35.30000000000011,53,short_exit_signal,-0.01549251268367191,0.026494975564219203,0.0,-0.015736307629211632,2234.9136489996467,49.56861098745683,20.87412714725983,2243.22,2274.5311907208898,,short,2237.5046186509144,68.38181241303855,18.004558554262537,,,,flat
122,Long,2024-01-27 09:00:00+00:00,2024-01-28 19:00:00+00:00,2265.51,2253.09,-0.0054822093038653374,-12.419999999999963,34,long_exit_signal,-0.0054822093038653374,0.016534908254653313,-0.0054822093038653374,0.0,2266.2072092364656,55.54723399230893,12.947346928904434,2265.51,2246.0889796066435,,long,2279.029322590249,37.457104706332,13.601220861870805,,,,flat
123,Short,2024-01-31 19:00:00+00:00,2024-02-03 09:00:00+00:00,2322.34,2314.05,0.0035696754135914333,8.28999999999993,62,short_exit_signal,-0.0011913414849189508,0.034804810558632715,0.0,0.0035696754135914333,2320.6264979285734,48.31091585268191,20.101595154366382,2322.34,2352.49239273155,,short,2317.6165634633294,53.0278213453499,11.007010006731312,2314.05,2297.539484989903,,long
124,Long,2024-02-03 09:00:00+00:00,2024-02-03 15:00:00+00:00,2314.05,2302.83,-0.004848641991314073,-11.220000000000333,6,long_exit_signal,-0.005734534690261639,0.0,-0.004848641991314073,0.0,2317.6165634633294,53.0278213453499,11.007010006731312,2314.05,2297.539484989903,,long,2312.1446470021697,46.083637367321835,10.377570027366977,,,,flat
125,Long,2024-02-03 17:00:00+00:00,2024-02-03 23:00:00+00:00,2308.04,2295.42,-0.005467842845011339,-12.61999999999997,6,long_exit_signal,-0.005467842845011339,0.0,-0.005467842845011339,0.0,2311.5776858357167,50.333732510531874,10.22321089094397,2308.04,2292.705183663584,,long,2309.6145427571455,41.61419377028759,9.302351860367823,,,,flat
126,Short,2024-02-04 02:00:00+00:00,2024-02-05 08:00:00+00:00,2302.49,2321.6,-0.008299710313617092,-19.110000000000216,30,short_exit_signal,-0.008231392143349447,0.010386954651968816,0.0,-0.008299710313617092,2299.0881014946594,48.59258961859,8.98378171910644,2302.49,2315.9656725786595,,short,2298.9547638442214,64.19704197194358,12.72031821192261,,,,flat
127,Long,2024-02-07 11:00:00+00:00,2024-03-17 11:00:00+00:00,2360.72,3582.47,0.5175327866074757,1221.75,936,long_exit_signal,0.0,0.7252872005150972,0.5175327866074757,0.0,2366.480154346936,53.55796328809015,13.436777579682692,2360.72,2340.5648336304757,,long,3526.45469871892,48.4714451315242,53.25796458962495,3582.47,3662.356946884437,,short
128,Short,2024-03-17 11:00:00+00:00,2024-03-17 22:00:00+00:00,3582.47,3647.21,-0.01807133067408806,-64.74000000000025,11,short_exit_signal,-0.019409423602253395,0.011020426593516985,0.0,-0.01807133067408806,3526.45469871892,48.4714451315242,53.25796458962495,3582.47,3662.356946884437,,short,3557.3209748049208,55.76244513896375,45.33441635406365,,,,flat
129,Short,2024-03-20 16:00:00+00:00,2024-03-20 18:00:00+00:00,3243.41,3400.66,-0.04848292383633268,-157.24999999999977,2,short_exit_signal,-0.04624102380126216,0.0,0.0,-0.04848292383633268,3233.4558393805505,46.68892691530093,76.48762922087445,3243.41,3358.1414438313113,,short,3246.929432081782,59.208428449709515,81.57244560371319,,,,flat
130,Long,2024-03-21 20:00:00+00:00,2024-03-22 12:00:00+00:00,3487.71,3413.6,-0.02124889970783128,-74.11000000000024,16,long_exit_signal,-0.022929085273718397,0.013364069833787795,-0.02124889970783128,0.0,3510.9283569736904,51.993708763757546,59.271942883860014,3487.71,3398.80208567421,,long,3474.229815068629,39.467045084989394,45.18423245708343,,,,flat
131,Short,2024-03-23 08:00:00+00:00,2024-03-23 14:00:00+00:00,3353.32,3416.92,-0.018966278195937214,-63.60000000000018,6,short_exit_signal,-0.018613254041651484,0.0011105803678050918,0.0,-0.018966278195937214,3337.1544328019963,47.801033537828346,44.67356765371292,3353.32,3420.3303514805693,,short,3351.8866491672406,59.293410443204834,42.700716230462305,,,,flat
132,Short,2024-03-23 22:00:00+00:00,2024-03-24 22:00:00+00:00,3380.0,3443.49,-0.01878402366863896,-63.48999999999969,24,short_exit_signal,-0.01843768966949222,0.020938296664129386,0.0,-0.01878402366863896,3365.9050132889856,49.66259653864769,36.275228274054484,3380.0,3434.412842411082,,short,3374.493826893026,65.18769279809507,32.28024151100923,,,,flat
133,Long,2024-03-26 22:00:00+00:00,2024-03-27 08:00:00+00:00,3607.69,3553.85,-0.01492367692346075,-53.84000000000011,10,long_exit_signal,-0.01492367692346075,0.0039332647760754735,-0.01492367692346075,0.0,3611.7625047355464,53.690911715862526,35.13306261283765,3607.69,3554.9904060807435,,long,3595.041230185145,41.11420191659169,32.9558692265647,,,,flat
134,Short,2024-03-30 18:00:00+00:00,2024-03-31 05:00:00+00:00,3527.68,3609.23,-0.023117176161103092,-81.55000000000015,11,short_exit_signal,-0.02259484710035109,0.0059340665607792165,0.0,-0.023117176161103092,3526.962164319295,49.45194615780017,21.358938846220724,3527.68,3559.718408269331,,short,3560.5446258866596,74.31039819902341,24.12188239127378,,,,flat
135,Short,2024-04-03 10:00:00+00:00,2024-04-04 13:00:00+00:00,3320.48,3367.33,-0.014109405869030978,-46.84999999999998,27,short_exit_signal,-0.013913100290140812,0.013673455058323514,0.0,-0.014109405869030978,3301.7724262558677,48.2635554964028,39.57461014177801,3320.48,3379.841915212667,,short,3317.1962905136766,62.8163893347442,29.017064604787613,,,,flat
136,Long,2024-04-09 09:00:00+00:00,2024-04-09 14:00:00+00:00,3632.06,3524.56,-0.029597528675187057,-107.4999999999999,5,long_exit_signal,-0.029597528675187057,0.000996679570271386,-0.029597528675187057,0.0,3658.891945743511,50.138001289630154,38.070775845416684,3632.06,3574.953836231875,,long,3624.9998502909434,29.937758800461026,42.43991727028228,,,,flat
137,Short,2024-04-10 17:00:00+00:00,2024-04-11 04:00:00+00:00,3519.9,3563.79,-0.01246910423591574,-43.889999999999816,11,short_exit_signal,-0.016383822407524895,0.006505297170553259,0.0,-0.01246910423591574,3495.237938378562,49.225468682292586,42.201776611199314,3519.9,3583.202664916799,,short,3556.314311060697,56.648081237230315,35.20493024350328,,,,flat
138,Long,2024-04-11 12:00:00+00:00,2024-04-11 13:00:00+00:00,3560.4,3528.29,-0.009018649589933703,-32.10999999999996,1,long_exit_signal,-0.009018649589933703,0.0,-0.009018649589933703,0.0,3565.4549979436874,52.02559466467165,36.01300549106908,3560.4,3506.3804917633965,,long,3558.676767075411,46.197113376019395,39.33850509884987,,,,flat
139,Long,2024-04-15 15:00:00+00:00,2024-04-15 17:00:00+00:00,3162.26,3114.55,-0.01508731097379723,-47.71000000000003,2,long_exit_signal,-0.01508731097379723,0.0,-0.01508731097379723,0.0,3184.9145036538753,50.12122411893196,48.64232648786249,3162.26,3089.2965102682065,,long,3175.4838630244863,43.62036350958108,51.49190396147329,,,,flat
140,Short,2024-04-18 04:00:00+00:00,2024-04-18 14:00:00+00:00,3012.6,3078.71,-0.021944499767642567,-66.11,10,short_exit_signal,-0.021473279392992595,0.013824574628472863,0.0,-0.021944499767642567,3001.3765012558024,47.924730181319674,39.81511927575105,3012.6,3072.3226789136265,,short,3015.009807093291,61.615340388801975,41.96422408558158,,,,flat
141,Short,2024-04-19 23:00:00+00:00,2024-04-20 16:00:00+00:00,3054.91,3097.75,-0.014023326382774037,-42.84000000000023,17,short_exit_signal,-0.017233503191270372,0.008597265646924424,0.0,-0.014023326382774037,3035.418774213856,47.496275735731544,39.387960725605254,3054.91,3113.9919410884077,,short,3060.308080198658,59.90360800044089,28.64065672522301,,,,flat
142,Long,2024-04-21 17:00:00+00:00,2024-04-24 18:00:00+00:00,3147.26,3128.3,-0.0060242877931915295,-18.959999999999976,73,long_exit_signal,-0.0060242877931915295,0.04222402979099282,-0.0060242877931915295,0.0,3159.2592347813716,51.73763287066524,25.77886946229743,3147.26,3108.591695806554,,long,3220.095652378204,28.404736625657918,31.864241174559233,,,,flat
143,Short,2024-04-25 23:00:00+00:00,2024-04-27 17:00:00+00:00,3154.44,3256.79,-0.032446329617935366,-102.35000000000004,42,short_exit_signal,-0.031426650167803216,0.019963139004753216,0.0,-0.032446329617935366,3134.908862564294,49.492184098158,30.052529832925746,3154.44,3199.5187947493887,,short,3142.8101629225866,77.76292287313774,28.819670696396983,,,,flat
144,Short,2024-05-01 19:00:00+00:00,2024-05-02 11:00:00+00:00,2924.8,2994.44,-0.02381017505470462,-69.64000000000007,16,short_exit_signal,-0.023256435260015196,0.006815834767642137,0.0,-0.02381017505470462,2919.14958215681,45.71137702837074,49.397161267422504,2924.8,2998.895741901134,,short,2943.116591758209,60.381768531302356,35.2361169888289,,,,flat
145,Long,2024-05-03 09:00:00+00:00,2024-05-05 00:00:00+00:00,2981.79,3107.07,0.04201503123962458,125.28000000000017,39,long_exit_signal,-0.004078087323386215,0.06130881115034925,0.04201503123962458,0.0,2992.899067598637,50.61928703428005,26.3892445302037,2981.79,2942.206133204694,,long,3105.1133333333332,49.75195301864639,24.644498510974802,3107.07,3144.036747766462,,short
