trade_id,direction,entry_time,exit_time,entry_price,exit_price,pnl_pct,pnl_currency,bars_held,exit_reason,mae,mfe,long_pnl_pct,short_pnl_pct,entry_vwap,entry_rsi,entry_atr,entry_active_entry_price,entry_stop_level,entry_take_profit_level,entry_position,exit_vwap,exit_rsi,exit_atr,exit_active_entry_price,exit_stop_level,exit_take_profit_level,exit_position
55,Short,2023-07-16 18:00:00+00:00,2023-07-19 09:00:00+00:00,1930.3,1908.76,0.01115888721960312,21.5399999999999,63,short_exit_signal,-0.0012004429220435764,0.02529917617001387,0.0,0.01115888721960312,1929.8420252424623,47.30233579538914,7.026081330350798,1930.3,1940.839121995526,,short,1908.9046581372286,53.78519108878518,9.106678175758109,1908.76,1895.0999827363628,,long
56,Long,2023-07-19 09:00:00+00:00,2023-07-19 15:00:00+00:00,1908.76,1905.3,-0.0018126951528741886,-3.4600000000001363,6,long_exit_signal,-0.005527148515266478,0.0008120455164608575,-0.0018126951528741886,0.0,1908.9046581372286,53.78519108878518,9.106678175758109,1908.76,1895.0999827363628,,long,1907.77201451787,50.19225133928361,10.159449436041326,1905.3,1890.0608258459379,,long
57,Long,2023-07-19 15:00:00+00:00,2023-07-19 21:00:00+00:00,1905.3,1892.75,-0.006586889203799906,-12.54999999999996,6,long_exit_signal,-0.006586889203799906,0.003584737311709496,-0.006586889203799906,0.0,1907.77201451787,50.19225133928361,10.159449436041326,1905.3,1890.0608258459379,,long,1905.7073343999114,40.74995900906456,10.74926473728651,,,,flat
58,Short,2023-07-21 03:00:00+00:00,2023-07-29 12:00:00+00:00,1895.91,1871.81,0.012711573861628578,24.10000000000024,201,short_exit_signal,-0.002882102041138368,0.0295689290019876,0.0,0.012711573861628578,1894.0301023985357,49.04673072708891,9.128478764429662,1895.91,1909.6027181466445,,short,1872.3068226161856,51.34041561867046,4.232798273288889,1871.81,1865.4608025900666,,long
59,Long,2023-07-29 12:00:00+00:00,2023-07-30 19:00:00+00:00,1871.81,1861.26,-0.005636255816562574,-10.549999999999992,31,long_exit_signal,-0.005636255816562574,0.006068992045132893,-0.005636255816562574,0.0,1872.3068226161856,51.34041561867046,4.232798273288889,1871.81,1865.4608025900666,,long,1873.6198319316695,32.310244532570934,5.731443872437039,,,,flat
60,Short,2023-08-03 15:00:00+00:00,2023-08-03 17:00:00+00:00,1839.64,1846.14,-0.003533299993476957,-6.499999999999949,2,short_exit_signal,-0.0038338242938831257,0.0,0.0,-0.003533299993476957,1837.860996020883,49.248722549623615,7.288550639870031,1839.64,1850.5728259598052,,short,1840.271517005838,55.29584496440852,7.880331929275703,,,,flat
61,Long,2023-08-06 07:00:00+00:00,2023-08-06 10:00:00+00:00,1834.13,1830.05,-0.00222448790434715,-4.080000000000238,3,long_exit_signal,-0.00222448790434715,0.0002780609880432827,-0.00222448790434715,0.0,1834.723383759591,50.064100720371705,3.673199915228332,1834.13,1828.6202001271577,,long,1833.2298990278343,42.749037571453925,3.8139213606984885,,,,flat
62,Short,2023-08-06 17:00:00+00:00,2023-08-07 01:00:00+00:00,1832.32,1840.43,-0.004426082780300433,-8.11000000000009,8,short_exit_signal,-0.004406578897322988,0.0016728075833942757,0.0,-0.004426082780300433,1831.9347029911285,49.81996725737161,4.1684315906855085,1832.32,1838.5726473860282,,short,1836.0301865797574,64.65705036177056,5.234106239258537,,,,flat
63,Long,2023-08-07 07:00:00+00:00,2023-08-07 13:00:00+00:00,1836.18,1827.49,-0.004732651482970085,-8.69000000000001,6,long_exit_signal,-0.004732651482970085,0.000353995795619122,-0.004732651482970085,0.0,1837.4463296498648,52.53955701828598,5.371262868337319,1836.18,1828.123105697494,,long,1835.7129614167732,41.950780042608265,5.203662669818748,,,,flat
64,Long,2023-08-08 03:00:00+00:00,2023-08-11 12:00:00+00:00,1829.35,1848.71,0.01058299395960316,19.36000000000004,81,long_exit_signal,0.0,0.021510372536693412,0.01058299395960316,0.0,1830.2306760655547,50.79842791819119,7.0744049849845165,1829.35,1818.738392522523,,long,1847.9606342769368,48.261473009726956,4.1417708466281695,1848.71,1854.9226562699423,,short
65,Short,2023-08-11 12:00:00+00:00,2023-08-11 14:00:00+00:00,1848.71,1852.74,-0.0021798984156520262,-4.030000000000057,2,short_exit_signal,-0.0021751567948011807,0.0,0.0,-0.0021798984156520262,1847.9606342769368,48.261473009726956,4.1417708466281695,1848.71,1854.9226562699423,,short,1849.5389603378546,54.92056266938247,4.4189758830620445,,,,flat
66,Long,2023-08-12 06:00:00+00:00,2023-08-13 22:00:00+00:00,1848.22,1838.35,-0.005340273344082491,-9.870000000000141,40,long_exit_signal,-0.005340273344082491,0.0053889688457002816,-0.005340273344082491,0.0,1848.8145627074825,50.97532662949655,3.856705950701488,1848.22,1842.4349410739478,,long,1848.305464229782,33.47173062869754,4.2972993780130295,,,,flat
67,Short,2023-08-14 11:00:00+00:00,2023-08-14 14:00:00+00:00,1847.48,1851.44,-0.0021434602810315173,-3.9600000000001074,3,short_exit_signal,-0.0021388756859526126,0.0008993292953809462,0.0,-0.0021434602810315173,1845.3495255201965,49.48349294730462,3.9819848315694606,1847.48,1853.4529772473543,,short,1846.1084236323177,57.63278246179157,4.243957971923506,,,,flat
68,Long,2023-08-21 05:00:00+00:00,2023-08-21 10:00:00+00:00,1677.55,1666.3,-0.00670620845876424,-11.24999999999995,5,long_exit_signal,-0.00670620845876424,0.0,-0.00670620845876424,0.0,1679.709319984328,52.25227722308186,7.366224348208314,1677.55,1666.5006634776876,,long,1673.4044591155168,40.19579304657861,7.457081883514521,,,,flat
69,Short,2023-08-23 10:00:00+00:00,2023-08-23 15:00:00+00:00,1642.4,1656.53,-0.008603263516804516,-14.129999999999738,5,short_exit_signal,-0.008529878722389528,0.0030965046752946535,0.0,-0.008603263516804516,1640.290968418432,49.60919047551173,11.411181485827283,1642.4,1659.516772228741,,short,1643.546204009679,59.82529949971714,11.497766346271774,,,,flat
70,Long,2023-08-24 10:00:00+00:00,2023-08-24 14:00:00+00:00,1669.57,1645.08,-0.014668447564342935,-24.490000000000034,4,long_exit_signal,-0.014668447564342935,0.0,-0.014668447564342935,0.0,1673.5280455754491,52.26666583885804,9.500823989944424,1669.57,1655.3187640150834,,long,1665.2681523264623,34.38251924961148,9.806409412140852,,,,flat
