trade_id,direction,entry_time,exit_time,entry_price,exit_price,pnl_pct,pnl_currency,bars_held,exit_reason,mae,mfe,long_pnl_pct,short_pnl_pct,entry_vwap,entry_rsi,entry_atr,entry_active_entry_price,entry_stop_level,entry_position,exit_vwap,exit_rsi,exit_atr,exit_active_entry_price,exit_stop_level,exit_position
11,Long,2025-06-20 05:00:00+00:00,2025-06-20 14:00:00+00:00,2514.67,2488.8,-0.01028763217440054,-25.86999999999981,9,long_exit_signal,-0.01028763217440054,0.014924423483001714,-0.01028763217440054,0.0,2516.6536246231904,50.12364690710315,17.364222451107015,2514.67,2488.6236663233394,long,2531.418719418472,35.841084300418814,20.327785543560694,,,flat
12,Long,2025-06-25 10:00:00+00:00,2025-06-25 14:00:00+00:00,2425.11,2430.9,0.0023875205660774945,5.790000000000193,4,long_exit_signal,0.0,0.003558601465500466,0.0023875205660774945,0.0,2437.5904750529703,50.19326438233813,24.314778437738642,2425.11,2388.6378323433923,long,2432.3919868374114,52.21874276855391,25.38935539775751,,,flat
13,Long,2025-06-26 20:00:00+00:00,2025-06-26 21:00:00+00:00,2444.53,2412.67,-0.013033180202329353,-31.860000000000177,1,long_exit_signal,-0.013033180202329353,0.0,-0.013033180202329353,0.0,2456.025275460777,50.97714133602907,24.364078774795882,2444.53,2407.983881837806,long,2453.778268348351,40.59581705311201,26.324501719453313,,,flat
14,Short,2025-06-28 08:00:00+00:00,2025-06-28 17:00:00+00:00,2423.54,2442.94,-0.00800481939642017,-19.40000000000014,9,short_exit_signal,-0.007941251115459291,0.0006358381502888921,0.0,-0.00800481939642017,2421.10909238661,49.10773974444869,15.014030427980224,2423.54,2446.0610456419704,short,2426.2224253124723,61.31346775229442,12.782713174365048,,,flat
15,Long,2025-06-29 02:00:00+00:00,2025-06-29 21:00:00+00:00,2430.76,2429.81,-0.00039082426895298283,-0.9500000000001526,19,long_exit_signal,-0.0016949431453539,0.012391186295644063,-0.00039082426895298283,0.0,2432.2231758985886,50.27316308118341,11.14215038977928,2430.76,2414.046774415331,long,2440.5578765099194,43.11955408227831,11.564305222233287,,,flat
16,Long,2025-06-30 07:00:00+00:00,2025-06-30 09:00:00+00:00,2479.3,2450.74,-0.011519380470294216,-28.560000000000453,2,long_exit_signal,-0.011519380470294216,0.0,-0.011519380470294216,0.0,2491.858072907873,54.42344049102393,18.88213864161903,2479.3,2450.9767920375716,long,2486.9027442906536,44.828404116605356,19.49648688996743,,,flat
17,Long,2025-06-30 15:00:00+00:00,2025-07-01 11:00:00+00:00,2473.4,2448.22,-0.010180318589795512,-25.18000000000022,20,long_exit_signal,-0.010180318589795512,0.016612759763887652,-0.010180318589795512,0.0,2473.6577512599597,53.42854998386707,21.698607292518002,2473.4,2440.852089061223,long,2465.767848366905,40.5633790391233,17.564002606673085,,,flat
18,Short,2025-07-02 12:00:00+00:00,2025-07-02 14:00:00+00:00,2437.67,2468.03,-0.01245451599273073,-30.35999999999992,2,short_exit_signal,-0.01230130914129901,0.0,0.0,-0.01245451599273073,2430.028989413888,49.93600866129295,17.212070746481032,2437.67,2463.4881061197216,short,2435.768079753903,62.822247408691666,18.067142633445368,,,flat
19,Long,2025-07-04 03:00:00+00:00,2025-07-04 07:00:00+00:00,2576.76,2534.3,-0.01647805771589128,-42.46000000000002,4,long_exit_signal,-0.01647805771589128,0.0,-0.01647805771589128,0.0,2583.4170540680147,50.24723772849039,20.471501271721,2576.76,2546.052748092419,long,2564.907306776422,34.72592332028185,21.16012254845956,,,flat
20,Short,2025-07-05 07:00:00+00:00,2025-07-06 13:00:00+00:00,2520.11,2557.19,-0.0147136434520716,-37.08000000000016,30,short_exit_signal,-0.014500291335411086,0.011284154430796445,0.0,-0.0147136434520716,2516.670648971137,48.21591249308825,16.22310376322896,2520.11,2544.4446556448434,short,2527.1871195980193,71.37189358035981,14.194143169103949,,,flat
21,Long,2025-07-07 13:00:00+00:00,2025-07-07 14:00:00+00:00,2564.73,2530.39,-0.013389323632507222,-34.340000000000245,1,long_exit_signal,-0.013389323632507222,0.0,-0.013389323632507222,0.0,2564.955138948778,53.40002835997714,18.68406364836897,2564.73,2536.7039045274464,long,2561.0458229662904,41.551028352710006,20.181630530628336,,,flat
22,Long,2025-07-12 05:00:00+00:00,2025-07-12 15:00:00+00:00,2952.53,2915.7,-0.012474047681141354,-36.83000000000028,10,long_exit_signal,-0.012474047681141354,0.0075731660643583165,-0.012474047681141354,0.0,2955.040240760072,50.28765376496431,29.345249868180044,2952.53,2908.5121251977303,long,2945.79392059782,37.63839813584988,26.436571712757196,,,flat
23,Long,2025-07-13 23:00:00+00:00,2025-07-15 03:00:00+00:00,2970.6,2951.37,-0.006473439709149709,-19.230000000000125,28,long_exit_signal,-0.006473439709149709,0.03248838618460925,-0.006473439709149709,0.0,2973.272780767763,51.35042686361436,24.48371883969919,2970.6,2933.874421740451,long,2969.784422711889,33.626746708078954,30.359890755909525,,,flat
24,Long,2025-07-18 21:00:00+00:00,2025-07-22 17:00:00+00:00,3555.37,3700.76,0.0408930716071747,145.39000000000073,92,long_exit_signal,-0.008986406478088016,0.08089172153671775,0.0408930716071747,0.0,3595.7275265308317,50.68626082198969,53.58525421384419,3555.37,3474.9921186792335,long,3698.357153087955,47.30767319009001,49.182990465088885,3700.76,3774.5344856976335,short
25,Short,2025-07-22 17:00:00+00:00,2025-07-26 08:00:00+00:00,3700.76,3761.3,-0.0163588019758103,-60.53999999999973,87,short_exit_signal,-0.016095498896658067,0.043929106382738725,0.0,-0.0163588019758103,3698.357153087955,47.30767319009001,49.182990465088885,3700.76,3774.5344856976335,short,3739.2660621131477,63.18290291790782,34.47331977485238,,,flat
26,Long,2025-08-05 08:00:00+00:00,2025-08-05 14:00:00+00:00,3633.63,3577.24,-0.015518916345362732,-56.390000000000384,6,long_exit_signal,-0.015518916345362732,0.01316589746341812,-0.015518916345362732,0.0,3651.5781181971142,50.194835528425706,32.227263473159475,3633.63,3585.289104790261,long,3640.3746415583696,39.97369995534679,39.43655186821834,,,flat
27,Long,2025-08-10 08:00:00+00:00,2025-08-18 19:00:00+00:00,4210.0,4353.64,0.03411876484560583,143.64000000000055,203,long_exit_signal,-0.010021377672208898,0.1347434679334918,0.03411876484560583,0.0,4243.861259142411,51.197753180176875,46.58659025883836,4210.0,4140.120114611743,long,4319.027860568484,49.22301958693416,55.518230849543635,4353.64,4436.917346274316,short
28,Short,2025-08-18 19:00:00+00:00,2025-08-21 10:00:00+00:00,4353.64,4289.99,0.014619950202589216,63.65000000000052,63,short_exit_signal,-0.00241968745703669,0.06837791411042948,0.0,0.014619950202589216,4319.027860568484,49.22301958693416,55.518230849543635,4353.64,4436.917346274316,short,4298.010691000277,51.54935150838184,46.83826866589902,4289.99,4219.732597001152,long
29,Long,2025-08-21 10:00:00+00:00,2025-08-21 16:00:00+00:00,4289.99,4220.67,-0.016158545824116022,-69.3199999999995,6,long_exit_signal,-0.016158545824116022,0.0,-0.016158545824116022,0.0,4298.010691000277,51.54935150838184,46.83826866589902,4289.99,4219.732597001152,long,4279.328946302527,40.59992850813141,49.245042935046776,,,flat
30,Long,2025-08-24 11:00:00+00:00,2025-08-25 00:00:00+00:00,4747.01,4699.67,-0.009972593274503394,-47.34000000000036,13,long_exit_signal,-0.009972593274503394,0.03945430913353887,-0.009972593274503394,0.0,4768.631131778071,50.51595854429077,34.33716692063285,4747.01,4695.504249619051,long,4721.733333333333,38.880698799458806,62.96870868371481,,,flat
31,Short,2025-08-26 13:00:00+00:00,2025-08-26 15:00:00+00:00,4478.49,4516.29,-0.008440344848375192,-37.79999999999981,2,short_exit_signal,-0.015677543287426765,0.0,0.0,-0.008440344848375192,4428.52459462926,49.51840521071691,62.69793242028957,4478.49,4572.536898630434,short,4449.326265745239,53.32792191008134,66.35612540320889,,,flat
32,Long,2025-08-27 20:00:00+00:00,2025-08-27 22:00:00+00:00,4593.29,4522.11,-0.01549651774653904,-71.1800000000003,2,long_exit_signal,-0.01549651774653904,0.0,-0.01549651774653904,0.0,4597.227872975121,51.38985307836522,56.46010272212281,4593.29,4508.599845916816,long,4592.653216661561,41.29947666448296,58.17070081652428,,,flat
33,Short,2025-08-28 13:00:00+00:00,2025-09-08 21:00:00+00:00,4573.24,4320.87,0.055184070811940766,252.36999999999998,272,short_exit_signal,0.0,0.07506488133298217,0.0,0.055184070811940766,4566.401281613567,49.907200441571725,44.223970299515074,4573.24,4639.575955449272,short,4321.168345738363,52.29763675898253,28.97017836153008,4320.87,4277.414732457705,long
34,Long,2025-09-08 21:00:00+00:00,2025-09-09 02:00:00+00:00,4320.87,4290.12,-0.007116622346888479,-30.75000000000002,5,long_exit_signal,-0.007947473541208172,0.0,-0.007116622346888479,0.0,4321.168345738363,52.29763675898253,28.97017836153008,4320.87,4277.414732457705,long,4293.235069166869,44.87777782457739,27.500711839537754,,,flat
35,Long,2025-09-09 22:00:00+00:00,2025-09-10 05:00:00+00:00,4318.19,4307.94,-0.002373679713027932,-10.250000000000083,7,long_exit_signal,-0.007621248717633922,0.0004098939602010798,-0.002373679713027932,0.0,4322.035084586291,51.92025439282436,26.535226225719626,4318.19,4278.38716066142,long,4307.555705652982,48.814772398737105,24.671178753942346,4307.94,4344.946768130913,short
36,Short,2025-09-10 05:00:00+00:00,2025-09-10 12:00:00+00:00,4307.94,4369.95,-0.014394350896252073,-62.01000000000015,7,short_exit_signal,-0.01419009370816604,0.0,0.0,-0.014394350896252073,4307.555705652982,48.814772398737105,24.671178753942346,4307.94,4344.946768130913,short,4331.6233508485775,67.4634550254128,25.142557931019873,,,flat
37,Long,2025-09-10 21:00:00+00:00,2025-09-16 23:00:00+00:00,4348.89,4499.0,0.034516853725893304,150.11000000000016,146,long_exit_signal,-0.0009634642403004712,0.0935135172423307,0.034516853725893304,0.0,4359.80502726179,52.1584989968616,33.48187358566394,4348.89,4298.667189621505,long,4484.645141553057,48.85081962010798,29.814489818252152,4499.0,4543.721734727378,short
38,Short,2025-09-16 23:00:00+00:00,2025-09-17 02:00:00+00:00,4499.0,4528.55,-0.006568126250277917,-29.55000000000035,3,short_exit_signal,-0.006525267469719931,0.0,0.0,-0.006568126250277917,4484.645141553057,48.85081962010798,29.814489818252152,4499.0,4543.721734727378,short,4519.660290611057,57.36146059902856,29.764618852295836,,,flat
39,Short,2025-09-20 17:00:00+00:00,2025-09-27 20:00:00+00:00,4483.67,4004.99,0.10676075625547832,478.68000000000046,171,short_exit_signal,-0.0025094828641030187,0.16860840917857778,0.0,0.10676075625547832,4477.269717114435,49.94770247370751,19.933911373904174,4483.67,4513.5708670608565,short,4005.8599898282823,51.10343723472354,24.093399852025186,4004.99,3968.849900221962,long
40,Long,2025-09-27 20:00:00+00:00,2025-09-28 12:00:00+00:00,4004.99,3976.01,-0.007235973123528305,-28.979999999999627,16,long_exit_signal,-0.007235973123528305,0.004000009987540576,-0.007235973123528305,0.0,4005.8599898282823,51.10343723472354,24.093399852025186,4004.99,3968.849900221962,long,3997.898768360978,37.93022822206636,19.667310275011125,,,flat
41,Long,2025-09-30 11:00:00+00:00,2025-09-30 14:00:00+00:00,4162.64,4147.25,-0.003697172947936922,-15.39000000000015,3,long_exit_signal,-0.003697172947936922,0.0,-0.003697172947936922,0.0,4181.357905902707,50.14440240134651,29.09088618089532,4162.64,4119.003670728657,long,4172.154839417807,45.483923039071556,30.195804278216812,,,flat
42,Short,2025-10-08 20:00:00+00:00,2025-10-20 20:00:00+00:00,4501.68,3996.37,0.11224920474134115,505.3100000000006,288,short_exit_signal,-0.004825898472646251,0.21880152591152635,0.0,0.11224920474134115,4476.710650570885,49.56942610750622,41.66076739133165,4501.68,4564.171151086998,short,4000.0258253683087,50.89890080930696,37.82705375632688,3996.37,3939.6294193655094,long
43,Long,2025-10-20 20:00:00+00:00,2025-10-21 01:00:00+00:00,3996.37,3946.17,-0.012561399470018997,-50.19999999999982,5,long_exit_signal,-0.012561399470018997,0.0,-0.012561399470018997,0.0,4000.0258253683087,50.89890080930696,37.82705375632688,3996.37,3939.6294193655094,long,3956.9188398479755,40.66207523478315,34.8403404279985,,,flat
44,Long,2025-10-24 18:00:00+00:00,2025-10-28 14:00:00+00:00,3909.58,4117.0,0.05305429227691971,207.41999999999976,92,long_exit_signal,0.0,0.08279661753947987,0.05305429227691971,0.0,3932.0957392773616,50.7120541860941,41.01844207862705,3909.58,3848.0523368820595,long,4114.500712024228,48.32050304387123,38.720763585552504,4117.0,4175.081145378329,short
45,Short,2025-10-28 14:00:00+00:00,2025-11-06 11:00:00+00:00,4117.0,3398.0,0.1746417294146223,719.0,213,short_exit_signal,-0.005168676707608566,0.28189959024050015,0.0,0.1746417294146223,4114.500712024228,48.32050304387123,38.720763585552504,4117.0,4175.081145378329,short,3399.9087378866234,50.06253385395538,39.75153700614148,3398.0,3338.3726944907876,long
46,Long,2025-11-06 11:00:00+00:00,2025-11-06 14:00:00+00:00,3398.0,3327.52,-0.020741612713360835,-70.48000000000012,3,long_exit_signal,-0.020741612713360835,0.0,-0.020741612713360835,0.0,3399.9087378866234,50.06253385395538,39.75153700614148,3398.0,3338.3726944907876,long,3387.104309166511,39.596224912871065,45.2159317793341,,,flat
47,Short,2025-11-07 06:00:00+00:00,2025-11-07 18:00:00+00:00,3346.24,3424.05,-0.023252964521373265,-77.81000000000007,12,short_exit_signal,-0.02272455133540696,0.03885330742077975,0.0,-0.023252964521373265,3332.9003208873096,49.55047035497325,42.729745841773486,3346.24,3410.33461876266,short,3303.1652480212083,64.6431870226809,54.04568772380815,,,flat
48,Long,2025-11-08 21:00:00+00:00,2025-11-13 16:00:00+00:00,3403.62,3326.1,-0.022775750524441585,-77.51999999999987,115,long_exit_signal,-0.022775750524441585,0.06750459804561038,-0.022775750524441585,0.0,3416.891142244599,50.84317365702589,33.878637863461016,3403.62,3352.8020432048083,long,3451.153372133743,29.437357038516666,51.80405265877566,,,flat
