time,open,high,low,close,EMA,LUCID Connector,Internal Higher High,Internal Lower High,Internal Lower Low,Internal Higher Low,Premium Bottom,Equilibrium Top,Equilibrium Bottom,Discount Top,Liquidity Grabs (Open),Liquidity Grabs (High,Liquidity Grabs (Low),Liquidity Grabs (Close),Custom Alert Condition Highlighter,Alert Scripting Condition Highlighter,@valuewhen,LUCID Connector,HyperWave,HWO Up,Oversold HWO Up,HWO Down,Overbought HWO Down,Reversal Up +,Reversal Up -,Reversal Down +,Reversal Down -,Money Flow,Bullish Overflow,Bearish Overflow,Upper Money Flow Threshold,Lower Money Flow Threshold,Upper Confluence Value,Lower Confluence Value,Upper Confluence Zone,Lower Confluence Zone,Confluence Meter Value,Custom Alert Condition Highlighter,Alert Scripting Condition Highlighter,@valuewhen,ATR,Histogram,MACD,Signal
1739836800,95778.3,96750,93363.3,95656.6,92700.94454107733,8388618,NaN,NaN,93363.3,NaN,106756.74,80889.03,77845.77,51978.06,95656.6,95656.6,93363.3,93363.3,NaN,NaN,NaN,1114113,30.81016256866368,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.99184672265925,50,50,58.457939939043385,43.581939666937664,0,2,105,-5,28.571428571428573,NaN,NaN,NaN,3395.5518366657193,-188.0474736858589,-1072.2066711325751,-884.1591974467162
1739923200,95665.1,96899.9,95000,96644.3,92770.73844300518,2,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2148597761,33.50072662324719,33.29149115331282,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.62045884065513,50,50,58.383752533551444,43.582132262806255,0,2,105,-5,42.857142857142854,NaN,NaN,NaN,3288.7195626181674,-106.03974518458074,-1016.7088789274421,-910.6691337428614
1740009600,96644.4,98722,96415.2,98307.9,92868.74130242101,81922,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1114116,47.90922188794214,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44.265927243215685,50,50,58.313163407099765,43.5855512377083,0,1,105,-5,42.857142857142854,NaN,NaN,NaN,3218.582451002584,65.3893511392157,-828.9324448188418,-894.3217959580575
1740096000,98308,99485.9,94858.5,96172.9,92927.22198733392,6,99485.9,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,99485.9,99485.9,98308,98308,NaN,NaN,NaN,35717132,52.577163441929585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.80186388344443,50,50,58.240606909481485,43.58663280093698,1,1,105,-5,57.142857142857146,NaN,NaN,NaN,3319.2122759309705,41.31261859603069,-842.681022713019,-883.9936413090497
1740182400,96172.9,96983.3,95760.4,96552.1,92991.37912030146,2,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1091633156,48.360541300523934,NaN,NaN,49.61564221013189,NaN,NaN,NaN,NaN,NaN,43.49623287719698,50,50,58.166885039320064,43.56855281618898,0,1,105,-5,28.571428571428573,NaN,NaN,NaN,3169.4756847930444,56.31497275704953,-813.5999253627378,-869.9148981197874
1740268800,96552.1,96648,95250.1,96264.7,93049.31400312798,2,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1114116,46.567718866037744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.31270981479253,50,50,58.092614163197425,43.51738421590969,0,1,105,-5,28.571428571428573,NaN,NaN,NaN,3042.9345644506834,52.355685266113596,-804.4702915371454,-856.825976803259
1740355200,96264.7,96513.7,91333.8,91534.5,93022.50313581598,276530462722,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1114113,32.227003902156696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42.29180214716437,50,50,58.01361010311726,43.27226780216063,0,2,105,-5,28.571428571428573,NaN,NaN,NaN,3195.5749527042058,-246.92928547785812,-1165.4875836505817,-918.5582981727235
1740441600,91534.5,92545.9,86050,88680.7,92945.65706261569,581173250,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72417281,18.562238990682083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.6907007998768,50,50,57.92699555660106,42.75595440170386,0,2,105,-5,28.571428571428573,NaN,NaN,NaN,3431.3124560824763,-595.3193941864856,-1662.7075409058307,-1067.388146719345
1740528000,88680.7,89415.5,82236,84254,92791.8224243393,539230210,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5328897,11.167436168260359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39.66179615759786,50,49.66179615759786,57.83566955960604,42.13712275288266,0,2,105,-5,21.428571428571427,NaN,NaN,NaN,3699.040137790871,-1055.2464169596067,-2386.4461679188535,-1331.1997509592468
1740614400,84254,87090.3,82725.7,84717.4,92648.91229293507,2,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5313665,7.717881238007124,NaN,NaN,NaN,NaN,-5,NaN,NaN,NaN,38.91254355020503,50,48.91254355020503,57.74105392955904,41.492206912347136,0,2,105,-5,21.428571428571427,NaN,NaN,NaN,3746.5801279486664,-1246.492604238692,-2889.3155062576116,-1642.8229020189196
1740700800,84717.7,85121.9,78258.5,84339.4,92501.84127890081,2,NaN,NaN,78258.5,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5312513,6.403054056518272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.4944148117771,50,47.4944148117771,57.639820733970126,40.692648492233126,0,2,105,-5,21.428571428571427,NaN,NaN,NaN,3969.2101188094753,-1310.1645814379658,-3280.528628816377,-1970.3640473784112
1740787200,84346,86547.3,83812.9,86056.1,92387.75736246009,2,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,542183425,8.97789851775022,NaN,7.699611270758538,NaN,NaN,NaN,NaN,NaN,NaN,37.45039133798078,50,47.45039133798078,57.53887358699018,40.044197061382654,0,2,105,-5,35.714285714285715,NaN,NaN,NaN,3881.0093960373706,-1153.8727345256307,-3412.7049655354494,-2258.8322310098188
1740873600,86056.1,95000,85040.8,94269.5,92421.06254188558,134299650,NaN,95000,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1118209,30.763736666409887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.35273902900739,50,48.35273902900739,57.442942914200266,39.7059054549076,0,2,105,-5,35.714285714285715,NaN,NaN,NaN,4315.165867748987,-450.6707750520759,-2822.1706998249138,-2371.499924772838
1740960000,94269.5,94426,85111.5,86219.7,92311.30391282565,2,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1118209,40.78434545983936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.94934138914979,50,48.94934138914979,57.350474906575016,39.55459264175604,0,2,105,-5,35.714285714285715,NaN,NaN,NaN,4672.261162909774,-478.3914214782444,-2969.489201620643,-2491.0977801423987
1741046400,86219.8,88948.4,81501,87277.9,92222.21711790838,2,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1114113,39.48397870571816,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.3056041145265,50,50,57.26525055261477,39.55834769911989,0,2,105,-5,42.857142857142854,NaN,NaN,NaN,4870.485365559075,-380.4454019970517,-2966.654532638713,-2586.2091306416614
1741132800,87276.6,91052.9,86356.5,90608.7,92193.65929281266,20482,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1114116,44.33074767951343,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41.23963775972162,50,50,57.18512248865031,39.5667541494229,0,1,105,-5,42.857142857142854,NaN,NaN,NaN,4858.050696590569,-62.96930826297694,-2664.9207659703825,-2601.9514577074056
1741219200,90608.7,92812.3,87838,89930,92153.5945265682,4098,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1114116,49.7361898173561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.908231164191164,50,50,57.10373803202801,39.57346153449674,0,1,105,-5,42.857142857142854,NaN,NaN,NaN,4866.354218262672,119.72795828459039,-2452.291509851668,-2572.019468136258
1741305600,89930,91290.3,84640,86797.1,92058.78931370858,1026,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1114116,48.60278864444425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.65224706024863,50,50,57.021480577169115,39.578855462125496,0,1,105,-5,42.857142857142854,NaN,NaN,NaN,4993.778916958196,51.47697966940086,-2507.673243549507,-2559.1502232189077
1741392000,86797.2,86891.3,85217.8,86227.9,91955.58773293498,262210,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1074855940,44.26828890148014,NaN,NaN,47.535755787760166,NaN,NaN,NaN,NaN,NaN,40.45141578188441,50,50,56.93863025319269,39.58321826372429,0,1,105,-5,28.571428571428573,NaN,NaN,NaN,4756.616137175467,-6.993649980065584,-2567.89228569399,-2560.8986357139243
1741478400,86227.9,86511.7,80000,80743.3,91757.14016244056,131074,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1114113,36.759721488232714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.292251138912754,50,50,56.85539835762129,39.586763428100234,0,2,105,-5,28.571428571428573,NaN,NaN,NaN,4881.979270234362,-369.9424241366546,-3023.3266658847424,-2653.384241748088
1741564800,80745,84069.4,77464,78595.8,91524.19608876904,262153,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,78595.8,78595.8,77464,77464,NaN,NaN,NaN,1134593,28.235771507778882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39.19765083014098,50,49.19765083014098,56.76710961998389,39.508940908508386,0,2,105,-5,21.428571428571427,NaN,NaN,NaN,5005.080750931907,-690.8967265205374,-3517.0051498987596,-2826.108423378222
1741651200,78595.9,83631.8,76600,82943.2,91372.32005179967,2,NaN,NaN,76600,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1118209,27.148460297827715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39.461705227530864,50,49.461705227530864,56.68058259802163,39.49949377231288,0,2,105,-5,21.428571428571427,NaN,NaN,NaN,5149.846411579628,-552.6407145594667,-3516.9093165775557,-2964.268602018089
1741737600,82942.7,84499,80597.7,83691.9,91236.38341371472,16386,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2148597761,33.32250006392876,29.56891062317845,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.63813737108272,50,50,56.60037037188693,39.50518699030673,0,2,105,-5,42.857142857142854,NaN,NaN,NaN,5060.664525038226,-362.209229357793,-3417.0301387153304,-3054.8209093575374
1741824000,83691.9,84333.3,79940,81119.5,91057.32353028614,2,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1114113,35.42257605031587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41.42780072582353,50,50,56.52450752365662,39.514800058984314,0,2,105,-5,42.857142857142854,NaN,NaN,NaN,5012.995630392638,-360.17719666691664,-3505.042405191183,-3144.8652085242666
1741910400,81119.6,85300,80826.8,83988.7,90932.21514921913,2,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1114113,37.06575191271568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42.964386301933644,50,50,56.456706917548004,39.53204799019906,0,2,105,-5,42.857142857142854,NaN,NaN,NaN,4974.4387996503065,-128.2456972995642,-3305.172330148722,-3176.9266328491576
1741996800,83988.6,84679.9,83609.2,84342,90815.57417312676,4098,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1114113,42.63828505722029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44.999753736498384,50,50,56.39942215164275,39.55938651893056,0,2,105,-5,42.857142857142854,NaN,NaN,NaN,4695.600313960998,75.35753892905177,-3082.7297091878427,-3158.0872481168944
1742083200,84342.1,85154,82000,82578.1,90669.77817006258,1026,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1114116,44.503191661196524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.338332289899284,50,50,56.344116702334034,39.5882812477854,0,1,105,-5,42.857142857142854,NaN,NaN,NaN,4585.486005820927,115.24543764123428,-3014.0304510653514,-3129.2758887065856
1742169600,82578.1,84764.3,82444.3,84011.9,90551.93961838006,2,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1114116,45.27861523591911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.55123671280347,50,50,56.29015230238638,39.618096025110496,0,1,105,-5,42.857142857142854,NaN,NaN,NaN,4423.665576833718,254.2358208547571,-2811.481112638139,-3065.7169334928963
1742256000,84011.9,84030.1,81144,82709.7,90413.1389171698,2,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1114116,46.04741554919799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.69732092504719,50,50,56.23718814549969,39.64849214961018,0,1,105,-5,42.857142857142854,NaN,NaN,NaN,4313.839464202739,272.8710327932886,-2724.6281425012858,-2997.4991752945743
1742342400,82709.8,87024,82539.9,86841,90349.91521952077,81938,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35717132,52.02966396912209,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.79361618405519,50,50,56.184970285692465,39.679217769782404,1,1,105,-5,57.142857142857146,NaN,NaN,NaN,4326.000931045401,561.2244145141412,-2295.968657151898,-2857.193071666039
1742428800,86843.7,87446.9,83642,84225.9,90241.52556961775,4098,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2162700,58.396233650000305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.851872600758945,50,50,56.1333047972678,39.710081043937286,1,1,105,-5,57.142857142857146,NaN,NaN,NaN,4288.779435970729,571.6973278499181,-2142.5714118536416,-2714.2687397035597
1742515200,84223.3,84844,83170.6,84086.5,90132.5870639608,4098,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2162700,55.63892065921444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44.90164274320676,50,50,56.07714648699749,39.73603885243364,1,1,105,-5,57.142857142857146,NaN,NaN,NaN,4101.966619115677,564.1415160792158,-2009.0918446045398,-2573.2333606837556
1742601600,84086.5,84533.3,83650,83850,90021.39083274026,1026,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1075904524,53.21433248934694,NaN,NaN,55.749828932853895,NaN,NaN,NaN,NaN,NaN,43.2813859680556,50,50,56.01316768440278,39.753765588011746,1,1,105,-5,42.857142857142854,NaN,NaN,NaN,3872.061860607414,538.1992490386874,-1900.4842993853963,-2438.6835484240837
1742688000,83850,86131,83812,86083.3,89951.6901100369,2,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2149646348,55.93195127750622,54.92840147535586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.19270034892426,50,50,55.94906534772539,39.770960261816306,1,1,105,-5,57.142857142857146,NaN,NaN,NaN,3761.1288705640277,658.4828456875025,-1615.5799913147057,-2274.062837002208
1742774400,86083.4,88769.2,85530,87496.7,89908.23895764687,524290,NaN,88769.2,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2162700,63.96642494207086,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44.11342705503879,50,50,55.889887156261956,39.79267259578242,1,1,105,-5,57.142857142857146,NaN,NaN,NaN,3723.8482369523113,810.2875977686886,-1261.2033397913474,-2071.490937560036
1742860800,87496.7,88545.7,86303.3,87414.6,89864.10375485667,524290,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2162700,69.82009301804956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44.702021914763264,50,50,55.83394783005446,39.81721934237733,1,1,105,-5,57.142857142857146,NaN,NaN,NaN,3618.030505741431,876.6052178801121,-975.7344152098958,-1852.339633090008
1742947200,87414.6,88284,85860,86926.2,89812.10545831053,32770,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2162700,71.2306872642397,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44.134367744903805,50,50,55.77544992962871,39.83880508438996,1,1,105,-5,57.142857142857146,NaN,NaN,NaN,3532.742612474186,857.9376031832603,-779.9176291109325,-1637.8552322941928
1743033600,86926.3,87765.2,85800,87228,89766.36907851743,2,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2162700,71.43054283054053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.80117059482573,50,50,55.715578532954694,39.85861691194214,1,1,105,-5,57.142857142857146,NaN,NaN,NaN,3420.775283011744,835.4547815634946,-593.5367553398246,-1428.9915369033192
1743120000,87228,87504.4,83585,84427.3,89671.87228066757,151554,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1075904524,62.62302350447957,NaN,NaN,68.42808453308659,NaN,NaN,NaN,NaN,NaN,43.54328800117642,50,50,55.654717080295804,39.87704026738832,1,1,105,-5,42.857142857142854,NaN,NaN,NaN,3456.3913342251903,611.8607763810844,-664.1655664269638,-1276.0263428080482
1743206400,84427.4,84626.7,81644.2,82650.1,89547.59312525752,263170,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17891332,46.00128808170011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42.43406301317832,50,50,55.588613809960215,39.88982538111727,0,1,105,-5,28.571428571428573,NaN,NaN,NaN,3422.541953209105,337.8581691772192,-853.7036313365243,-1191.5618005137435
1743292800,82650,83535.4,81569.3,82398.2,89421.05519383703,262146,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1114113,35.19382078470019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41.63718448599012,50,50,55.518856663340365,39.89856217664163,0,2,105,-5,28.571428571428573,NaN,NaN,NaN,3318.5103851227395,143.19513175252905,-1012.5678858230822,-1155.7630175756112
1743379200,82398.4,83929.6,81268.5,82556.9,89299.56572137974,16386,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1114113,29.654299218135506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42.01710118771479,50,50,55.451347885962235,39.909154871697,0,2,105,-5,28.571428571428573,NaN,NaN,NaN,3271.5525004711158,34.34231978261823,-1112.8351178473386,-1147.1774376299568
1743465600,82556.9,85555,82429.6,85168.2,89226.44420418718,65538,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2148597761,35.00577600007686,33.28463200097085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.15894778584529,50,50,55.38988588546165,39.92540383626774,0,2,105,-5,42.857142857142854,NaN,NaN,NaN,3261.11303615175,141.4208681673383,-970.401352420784,-1111.8222205881223
1743552000,85168.3,88500,82320.1,82513.2,89107.62572269714,32770,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1114113,37.84120807229457,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.87139334346952,50,50,55.33229342275169,39.94513378380375,0,2,105,-5,42.857142857142854,NaN,NaN,NaN,3469.5978192837674,41.82248576346706,-1059.5441133837885,-1101.3665991472556
1743638400,82514.1,83937.3,81203,83216.3,89003.35447096798,2,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1074855937,35.95915058776697,NaN,NaN,36.26871155337946,NaN,NaN,NaN,NaN,NaN,44.40361101852965,50,50,55.27765001073058,39.96742616997738,0,2,105,-5,28.571428571428573,NaN,NaN,NaN,3417.076546477784,32.11489388417999,-1061.2229817920306,-1093.3378756762106
1743724800,83216.4,84725,81667,83889,88912.83492280926,2,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2148597761,39.246005105134586,37.68212125506537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.62872902688276,50,50,55.22940540581134,39.99573268426191,0,2,105,-5,42.857142857142854,NaN,NaN,NaN,3391.4282217293708,77.24474271966619,-996.7819472766278,-1074.026689996294
1743811200,83889.1,84268.7,82383,83534.2,88817.63784452944,2,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1114113,42.172189559690466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.57803649208954,50,50,55.181148561242736,40.023644203301046,0,2,105,-5,42.857142857142854,NaN,NaN,NaN,3283.8762058915586,88.63114980158161,-963.2377527443168,-1051.8689025458984
1743897600,83539.6,83793.7,77142.8,78426,88633.71505082096,1,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1074855937,32.9921055201316,NaN,NaN,38.13676672831888,NaN,NaN,NaN,NaN,NaN,44.66295275238032,50,50,55.128557582198425,40.04684074604644,0,2,105,-5,28.571428571428573,NaN,NaN,NaN,3524.377905470733,-225.28196447244,-1333.4713581364485,-1108.1893936640085
1743984000,78427.1,81213.5,74501.6,79174.4,88466.2935454967,262153,NaN,NaN,74501.6,NaN,106756.74,80889.03,77845.77,51978.06,78427.1,78427.1,74501.6,74501.6,NaN,NaN,NaN,1114113,24.061118837015883,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44.93458313304453,50,50,55.07758770995265,40.07127945798143,0,2,105,-5,28.571428571428573,NaN,NaN,NaN,3752.0580550799655,-352.36267938488413,-1548.6427428951138,-1196.2800635102296
1744070400,79174.4,80860,76243.3,76329.9,88251.49011991268,275951779841,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72417281,18.71901495062769,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44.219049023853614,50,50,55.023295016522155,40.0920183058108,0,2,105,-5,28.571428571428573,NaN,NaN,NaN,3813.818194002825,-584.1660633644342,-1926.4876427157724,-1342.3215793513382
1744156800,76329.9,83583.1,74627.5,82618.4,88151.78940982572,81922,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2148597761,25.63991116931955,22.806681652321032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.69457229862623,50,50,54.966651402932676,40.11003107577488,0,2,105,-5,42.857142857142854,NaN,NaN,NaN,4181.088323002624,-285.2779148050927,-1698.918972857704,-1413.6410580526112
1744243200,82618.3,82749,78462,79599.5,88000.42145566952,2,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1114113,36.270212252967575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.387322724645,50,50,54.90875475954124,40.126417534019225,0,2,105,-5,42.857142857142854,NaN,NaN,NaN,4188.653442788151,-262.7571236334759,-1742.0874625944562,-1479.3303389609803
1744329600,79592,84300,78970.9,83416,87919.28125291431,2,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1114113,43.12632089674651,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44.09824576000214,50,50,54.85470221454354,40.14627667514914,0,2,105,-5,42.857142857142854,NaN,NaN,NaN,4270.113911160426,22.17952086021046,-1451.6059378857171,-1473.7854587459276
1744416000,83414.1,85888,82764.9,85268,87872.35592100433,4718594,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35717132,55.912323218381,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.49696090318103,50,50,54.80791350798673,40.173030096289295,1,1,105,-5,57.142857142857146,NaN,NaN,NaN,4188.184346077539,331.23613645215346,-1059.7402881807357,-1390.9764246328891
1744502400,85268.1,86100,83020.2,83760,87799.57086045558,2,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2162700,62.57600568635874,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46.49655302180786,50,50,54.766356705555836,40.20464771091689,1,1,105,-5,57.142857142857146,NaN,NaN,NaN,4109.014035643429,424.0271195813116,-860.9425251562498,-1284.9696447375613
1744588800,83758.1,85808.1,83688.2,84586.6,87742.70411956256,2,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2162700,64.97772787921019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48.06040970525182,50,50,54.732826970554314,40.243926520888564,1,1,105,-5,57.142857142857146,NaN,NaN,NaN,3966.934461668899,524.4250117501947,-629.4383800498181,-1153.8633918000128
1744675200,84586.7,86460,83603.2,83650.7,87670.2792678889,2,NaN,86460,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2162700,66.22282690793374,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48.20992325957432,50,50,54.70021245199941,40.283756504581994,1,1,105,-5,57.142857142857146,NaN,NaN,NaN,3887.6391429782634,510.65384056703215,-515.5460910912225,-1026.1999316582546
