time,open,high,low,close,EMA,LUCID Connector,Internal Higher High,Internal Lower High,Internal Lower Low,Internal Higher Low,Premium Bottom,Equilibrium Top,Equilibrium Bottom,Discount Top,Liquidity Grabs (Open),Liquidity Grabs (High,Liquidity Grabs (Low),Liquidity Grabs (Close),Custom Alert Condition Highlighter,Alert Scripting Condition Highlighter,@valuewhen,LUCID Connector,HyperWave,HWO Up,Oversold HWO Up,HWO Down,Overbought HWO Down,Reversal Up +,Reversal Up -,Reversal Down +,Reversal Down -,Money Flow,Bullish Overflow,Bearish Overflow,Upper Money Flow Threshold,Lower Money Flow Threshold,Upper Confluence Value,Lower Confluence Value,Upper Confluence Zone,Lower Confluence Zone,Confluence Meter Value,Custom Alert Condition Highlighter,Alert Scripting Condition Highlighter,@valuewhen,ATR,Histogram,MACD,Signal
1737936000,102600.7,103272.2,97751.6,102076.1,90117.00403588395,303106,NaN,NaN,NaN,97751.6,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2228232,55.11622649712413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,54.00658416194368,50,50,59.75349130879143,49.18338515979667,1,0,105,-5,57.142857142857146,NaN,NaN,NaN,4344.213693895676,106.5890665065167,1832.9584470016707,1726.369380495154
1738022400,102076.1,103848,100274.4,101349.3,90315.80573436388,24578,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17956876,47.599556188209746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.172872999487566,50,50,59.72058821724491,49.203332598995125,1,1,105,-5,42.857142857142854,NaN,NaN,NaN,4289.169858617414,-96.27366081503533,1606.0273044763599,1702.3009652913952
1738108800,101345.2,104795.1,101331,103733.3,90553.2835089769,6146,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1179660,46.739129947750165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52.591466624714464,50,50,59.68494260928226,49.22027326912372,1,1,105,-5,42.857142857142854,NaN,NaN,NaN,4230.236297287599,-81.7555062300803,1600.106582503795,1681.8620887338752
1738195200,103735.3,106450.3,103282.8,104727.2,90804.14928757909,66562,NaN,106450.3,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2183266312,53.1164890891143,49.15172507502475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.17050921951498,50,50,59.65237044233342,49.24002444887568,1,0,105,-5,71.42857142857143,NaN,NaN,NaN,4154.326561767056,-20.274889023880405,1656.5184774540248,1676.7933664779052
1738281600,104727.2,106000,101542.4,102439.9,91010.09177806441,32770,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2228232,53.697351548137554,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.59525236005474,50,50,59.622084851922025,49.261800588431576,1,0,105,-5,71.42857142857143,NaN,NaN,NaN,4175.988950212267,-141.93433355187926,1499.3754495380563,1641.3097830899355
1738368000,102440,102788,100270,100633.2,91180.4122775677,393218,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1091698700,45.995310772105455,NaN,NaN,50.93638380311912,NaN,NaN,NaN,NaN,NaN,52.90214473381975,50,50,59.58848515133151,49.28000230915852,1,1,105,-5,42.857142857142854,NaN,NaN,NaN,4057.5611680542474,-341.01056536011197,1215.0465763897955,1556.0571417499075
1738454400,100633.1,101461.7,96137.6,97698.9,91295.78374168155,550829817858,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1179660,35.65394235222201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52.46095005755913,50,50,59.55284747586265,49.29590704790052,1,1,105,-5,42.857142857142854,NaN,NaN,NaN,4148.028227478943,-649.3578002569432,744.3598914287286,1393.7176916856718
1738540800,97698.9,102500,91182.6,101337.5,91473.51323297921,8413186,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1179660,32.40916737425387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.17143383675476,50,50,59.52094040766711,49.315284681844794,1,1,105,-5,42.857142857142854,NaN,NaN,NaN,4660.126211230448,-589.0827711001521,657.3642278104817,1246.4469989106337
1738627200,101337.6,101743.9,96136.2,97767.9,91584.9183085017,2050,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1179660,30.766632954016735,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52.63452980974099,50,50,59.48650835467748,49.331880907484276,1,1,105,-5,42.857142857142854,NaN,NaN,NaN,4727.810053285415,-759.5900103986648,296.9594859123026,1056.5494963109675
1738713600,97768,99166.6,96156,96616.1,91673.96577206804,2,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1181836,24.95553842144429,NaN,NaN,NaN,NaN,NaN,-10,NaN,NaN,51.27709020103563,50,50,59.44546126390927,49.34160695395203,1,1,105,-5,42.857142857142854,NaN,NaN,NaN,4605.152192336457,-909.779226474255,-80.6745367818512,829.1046896924038
1738800000,96615.7,99132.2,95680,96554.7,91760.3504486686,2,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1376257,20.994829123321928,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,49.37110222028268,50,50,59.39508946869114,49.341754430283686,0,2,105,-5,28.571428571428573,NaN,NaN,NaN,4522.798464312425,-967.6999808233073,-380.52028633673035,587.179694486577
1738886400,96554.8,100149.8,95601,96504.1,91844.31061771871,2,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72417281,18.64141754644291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47.09951296034159,50,50,59.333611586149395,48.893306136295266,0,2,105,-5,28.571428571428573,NaN,NaN,NaN,4524.655716861537,-961.8575344757284,-615.1422236080834,346.7153108676449
1738972800,96504,96888.7,95683,96458.1,91925.97060678565,2,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5308417,17.052989382019483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44.5890467696689,50,50,59.25988876206699,48.03245426296999,0,2,105,-5,28.571428571428573,NaN,NaN,NaN,4287.587451371427,-913.8699907833027,-795.6221776114835,118.24781317181925
1739059200,96458.1,97329,94705.8,96475.9,92006.50033055936,2,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5308417,15.928956845370266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42.964659908607096,50,50,59.178412617799694,47.01889539209741,0,2,105,-5,28.571428571428573,NaN,NaN,NaN,4168.702633416325,-835.8278413798859,-926.5369885530381,-90.70914717315222
1739145600,96475.9,98358.3,95254,97431.7,92102.5215636468,2,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,542179329,19.981641619989123,NaN,17.65452928245963,NaN,NaN,NaN,NaN,NaN,NaN,41.92176157585451,50,50,59.092129362589965,45.99946862884883,0,2,105,-5,42.857142857142854,NaN,NaN,NaN,4092.6738738865874,-681.273156419503,-942.3005926975311,-261.027436278028
1739232000,97431.7,98489.7,94859.5,95779.9,92167.60790765306,131074,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1114113,21.721566461428402,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41.21828488884085,50,50,59.00276014022122,45.04323188084724,0,2,105,-5,42.857142857142854,NaN,NaN,NaN,4059.640025751831,-651.7220892813561,-1075.6800478797231,-423.95795859836704
1739318400,95779.9,98136.1,94021.3,97870.1,92268.53697123443,8388610,NaN,NaN,94021.3,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1114113,25.444464035157107,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41.747852398282056,50,50,58.916485601511525,44.3841559843342,0,2,105,-5,42.857142857142854,NaN,NaN,NaN,4063.580023912415,-461.7788793648647,-1001.181557804448,-539.4026784395833
1739404800,97870.1,98091.4,95209.4,96617,92345.50091864621,2,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1114113,32.954252843955906,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42.06969835179661,50,50,58.83225166526295,43.92126445782668,0,2,105,-5,42.857142857142854,NaN,NaN,NaN,3979.181450775814,-393.57122656444517,-1031.3667116451397,-637.7954850806946
1739491200,96617,98843.9,96274.5,97504,92436.80178734275,2,NaN,98843.9,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1114113,36.507435980994835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42.32961953637644,50,50,58.74973850461852,43.60293547353663,0,2,105,-5,42.857142857142854,NaN,NaN,NaN,3878.482775720398,-267.7674096495306,-972.5047471426078,-704.7373374930772
1739577600,97504.1,97987.2,97222,97587.3,92527.96104774375,2,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1114116,44.567862589011376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.44744113637111,50,50,58.673227017777286,43.57183660610353,0,1,105,-5,42.857142857142854,NaN,NaN,NaN,3656.105434597512,-163.13823717428488,-908.6601339609333,-745.5218967866484
1739664000,97587.4,97722.2,96048.4,96105.6,92591.28209114652,2,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1114113,42.925570546693784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44.154209456643414,50,50,58.60063192997162,43.574748470356234,0,2,105,-5,42.857142857142854,NaN,NaN,NaN,3514.512189269119,-176.7685745581091,-966.4826149842847,-789.7140404261756
1739750400,96105.6,97047.4,95188.8,95778.3,92647.6894877634,262146,NaN,NaN,NaN,NaN,106756.74,80889.03,77845.77,51978.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1074855937,35.56358426802758,NaN,NaN,41.019005801244255,NaN,NaN,NaN,NaN,NaN,44.60102089646985,50,50,58.53063387480411,43.5798798324868,0,2,105,-5,28.571428571428573,NaN,NaN,NaN,3396.232747178467,-189.7331543963037,-1026.8804834215553,-837.1473290252516
