time,open,high,low,close,VWAP,Upper Band #1,Lower Band #1,Volume,Basis,Upper,Lower,Up Trend,Down Trend,EMA,EMA,Conversion Line,Base Line,Lagging Span,Leading Span A,Leading Span B,Upper,Average,Lower,PlotCandle (Open),PlotCandle (High,PlotCandle (Low),PlotCandle (Close),RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,Histogram,MACD,Signal,Plot,Plot,ATR,Plot,K,D,%R
2016-06-25,14.25833774,14.690453,14.02566166,14.31097402,14.342362893333336,14.342362893333336,14.342362893333336,11157.76144669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.46170672,NaN,NaN,14.31097402,14.31097402,14.31097402,NaN,14.690453,14.02566166,14.31097402,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-06-26,14.30529806,14.44412752,13.73242914,14.06238937,14.079648676666666,14.079648676666666,14.079648676666666,8647.30225173,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.63773113,NaN,NaN,14.186681695,14.186681695,14.186681695,NaN,14.44412752,13.73242914,14.06238937,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-06-27,13.91047618,14.43892944,13.73278755,14.14273591,14.104817633333335,14.104817633333335,14.104817633333335,20958.41379258,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.8041632,NaN,NaN,14.164708802500002,14.164708802500002,14.164708802500002,NaN,14.43892944,13.73278755,14.14273591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-06-28,14.14262832,14.20191661,11.70717677,12.31021917,12.73977085,12.73977085,12.73977085,17359.95113622,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.3446569,NaN,NaN,13.23746398625,13.23746398625,13.23746398625,NaN,14.20191661,11.70717677,12.31021917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-06-29,12.29325797,13.03977597,11.57152458,12.85984755,12.490382699999998,12.490382938418577,12.490382461581419,22963.58845023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.75126394,NaN,NaN,13.048655768125,13.048655768125,13.048655768125,NaN,13.03977597,11.57152458,12.85984755,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-06-30,12.86884418,12.86995493,12.18219449,12.43839552,12.496848313333333,12.496848313333333,12.496848313333333,23431.96204593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.85247713,NaN,NaN,12.743525644062501,12.743525644062501,12.743525644062501,NaN,12.86995493,12.18219449,12.43839552,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-07-01,12.43416555,12.58351967,11.79453114,12.30640062,12.228150476666665,12.228150476666665,12.228150476666665,19149.300458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.8718343,NaN,NaN,12.52496313203125,12.52496313203125,12.52496313203125,NaN,12.58351967,11.79453114,12.30640062,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-07-02,12.30594577,12.31608876,11.9230838,12.18228685,12.140486469999999,12.140486469999999,12.140486469999999,15885.79761022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.04687251,NaN,NaN,12.353624991015625,12.353624991015625,12.353624991015625,NaN,12.31608876,11.9230838,12.18228685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-07-03,12.18358757,12.19945642,11.50103967,11.7356016,11.812032563333334,11.812032563333334,11.812032563333334,18229.34736638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.095746335000001,NaN,12.86626052,NaN,NaN,12.044613295507812,12.044613295507812,12.044613295507812,NaN,12.19945642,11.50103967,11.7356016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-07-04,11.738317,11.91845845,11.35343901,11.4494862,11.573794553333334,11.573794553333334,11.573794553333334,13405.81523509,NaN,NaN,NaN,NaN,14.389592617999998,NaN,NaN,12.898783265,NaN,12.84201051,NaN,NaN,11.747049747753906,11.747049747753906,11.747049747753906,NaN,11.91845845,11.35343901,11.4494862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.9496758656255735,NaN,NaN,NaN
2016-07-05,11.45567609,11.4907274,9.75578938,10.56205596,10.60285758,10.60285758,10.60285758,12850.2603449,NaN,NaN,NaN,NaN,13.6220192952,NaN,NaN,12.09735941,NaN,12.51394298,NaN,NaN,11.154552853876954,11.154552853876954,11.154552853876954,NaN,11.4907274,9.75578938,10.56205596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.715668879985011,NaN,NaN,NaN
2016-07-06,10.55787016,11.07794074,10.29964537,10.50197933,10.626521813333333,10.626521813333333,10.626521813333333,13612.75260887,NaN,NaN,NaN,NaN,13.621166480680001,NaN,NaN,11.978852995,NaN,11.8502549,NaN,NaN,10.828266091938477,10.828266091938477,10.828266091938477,NaN,11.07794074,10.29964537,10.50197933,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.227682941160354,NaN,NaN,NaN
2016-07-07,10.50873331,10.568428,9.66452906,10.1041617,10.11237292,10.11237292,10.11237292,33084.42891511,NaN,NaN,NaN,NaN,13.026784295112002,NaN,NaN,11.352152515,NaN,10.99256959,NaN,NaN,10.46621389596924,10.46621389596924,10.46621389596924,NaN,10.568428,9.66452906,10.1041617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.737645867076271,NaN,NaN,NaN
