time,open,high,low,close,VWAP,Upper Band #1,Lower Band #1,Volume,Basis,Upper,Lower,Up Trend,Down Trend,EMA,EMA,Conversion Line,Base Line,Lagging Span,Leading Span A,Leading Span B,Upper,Average,Lower,PlotCandle (Open),PlotCandle (High,PlotCandle (Low),PlotCandle (Close),RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,Histogram,MACD,Signal,Plot,Plot,ATR,Plot,K,D,%R
2019-09-22,9992.7,10089.52,9857,10023.04,9989.853333333334,9989.853333333334,9989.853333333334,23916.354,NaN,NaN,NaN,NaN,10955.01244146,NaN,NaN,9974.994999999999,NaN,8069.2,NaN,NaN,10055.647606811524,10055.647606811524,10055.647606811524,NaN,10089.52,9857,10023.04,35.309403671553056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52.14273627210426,NaN,330.1526530612242,11.980410264549446,NaN,NaN,-47.85726372789574
2019-09-23,10027.69,10046.91,9620,9701.96,9789.623333333333,9789.623333333333,9789.623333333333,31927.062,NaN,NaN,NaN,NaN,10845.105197313998,NaN,NaN,9944.61,NaN,7943.94,NaN,NaN,9878.80380340576,9878.80380340576,9878.80380340576,NaN,10046.91,9620,9701.96,27.680009613651364,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.686896131984103,39.5908544260349,337.06389212827963,14.707857141938653,NaN,NaN,-81.31310386801589
2019-09-24,9701.1,9792.83,7761.75,8495.83,8683.470000000001,8683.470000000001,8683.470000000001,74464.44,NaN,NaN,NaN,NaN,10297.0991775826,NaN,NaN,9057.779999999999,NaN,7947.13,NaN,NaN,9187.316901702881,9187.316901702881,9187.316901702881,NaN,9792.83,7761.75,8495.83,14.769696365729175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.305663633861286,32.71176534598322,458.0650426905454,31.27656827106162,NaN,NaN,-72.69433636613871
2019-09-25,8493.32,8725.24,8200,8430.07,8451.769999999999,8451.769999999999,8451.769999999999,48222.102,NaN,NaN,NaN,NaN,9988.020259824338,NaN,NaN,9046.685000000001,NaN,8218.23,NaN,NaN,8808.69345085144,8808.69345085144,8808.69345085144,NaN,8725.24,8200,8430.07,14.376000379691334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.859580862824448,23.61738020955661,462.863253926935,26.04413252426437,0,NaN,-75.14041913717556
2019-09-26,8428.15,8464.4,7700.67,8060.15,8075.073333333334,8075.073333333334,8075.073333333334,60065.945,NaN,NaN,NaN,NaN,9684.514233841905,NaN,NaN,9016.145,NaN,8201.74,NaN,NaN,8434.42172542572,8434.42172542572,8434.42172542572,NaN,8464.4,7700.67,8060.15,12.37730660341127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.120282640115613,21.761842378933782,484.35373578929676,24.919195010067792,0,NaN,-86.8797173598844
2019-09-27,8061.98,8260,7851.94,8176.52,8096.153333333332,8096.153455403644,8096.153211263019,40034.653,9811.232,11371.692115922215,8250.771884077785,NaN,9620.169310457713,NaN,NaN,9016.145,NaN,8020.89,NaN,NaN,8305.47086271286,8305.47086271286,8305.47086271286,NaN,8260,7851.94,8176.52,16.318740940440364,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.498988710329883,18.492950737756647,478.90418323291846,16.73460573404228,5.729137818370591,1.9097126061235306,-82.50101128967012
2019-09-28,8178.26,8311,8001.14,8195.38,8169.173333333333,8169.173333333333,8169.173333333333,33820.919,9701.4195,11387.131160474284,8015.707839525716,NaN,9620.169310457713,NaN,NaN,8989.985,NaN,7465,NaN,NaN,8250.42543135643,8250.42543135643,8250.42543135643,NaN,8311,8001.14,8195.38,16.970601829414605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.608403892376575,16.40922508094069,466.8295987162814,9.156758044460771,12.405798937143034,6.044978918504541,-81.39159610762341
2019-09-29,8199,8226.35,7888.98,8041.96,8052.43,8052.43,8052.43,35966.056,9588.1675,11395.855348682675,7780.479651317325,NaN,9509.539641470748,NaN,NaN,8937.985,NaN,7411.35,NaN,NaN,8146.192715678215,8146.192715678215,8146.192715678215,NaN,8226.35,7888.98,8041.96,15.8864770016351,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.863625741574136,16.32367278142686,457.5824845222614,5.1211273882936315,17.506612275752342,11.880516343755323,-87.13637425842586
2019-09-30,8042.08,8331.89,7709.01,8285.84,8108.913333333333,8108.913333333333,8108.913333333333,54412.52,9497.3585,11373.831991806093,7620.885008193906,NaN,9509.539641470748,NaN,NaN,8895.095000000001,NaN,8650,NaN,NaN,8216.016357839108,8216.016357839108,8216.016357839108,NaN,8331.89,7709.01,8285.84,24.17837628416838,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.24177578441247,17.90460180612106,469.3894499135284,9.16167698041857,28.93111671651272,19.6145093098027,-77.75822421558753
2019-10-01,8285.31,8499,8171,8290,8320,8320,8320,39212.804,9403.881000000001,11324.829720397267,7482.9322796027345,NaN,9509.539641470748,NaN,NaN,8873.79,NaN,9232.22,NaN,NaN,8253.008178919554,8253.008178919554,8253.008178919554,NaN,8499,8171,8290,24.315432065133905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.39989357456431,19.168431700183636,459.2902034911335,5.454784221205255,39.60731758015294,28.681682190806,-77.6001064254357
2019-10-02,8290,8365.92,8149.35,8352.14,8289.136666666667,8289.136666666667,8289.136666666667,30329.179,9300.7315,11214.939332815193,7386.523667184808,NaN,9509.539641470748,NaN,NaN,8746.75,NaN,9533.32,NaN,NaN,8302.574089459777,8302.574089459777,8302.574089459777,NaN,8365.92,8149.35,8352.14,26.454013811317992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.761778064957493,23.134482474644756,441.9530460989096,-0.25376663785251713,54.9679374982847,41.16879059831678,-75.2382219350425
2019-10-03,8353.4,8386,8020,8220.27,8208.756666666666,8208.756666666666,8208.756666666666,33430.23,9194.678000000002,11101.536266443494,7287.81973355651,NaN,9509.539641470748,NaN,NaN,8212.955,9088.105,9217.36,NaN,NaN,8261.422044729889,8261.422044729889,8261.422044729889,NaN,8386,8020,8220.27,24.849318988861896,NaN,NaN,NaN,NaN,NaN,NaN,-848.2796566248944,NaN,20.15023481461088,22.437302151377555,436.5278285204161,-2.3482057502412212,55.9431974911524,50.17281752319668,-79.84976518538912
2019-10-04,8219.95,8227.42,7979.95,8130.56,8112.643333333333,8112.643333333333,8112.643333333333,28421.111,9084.5935,10970.141025863757,7199.045974136245,NaN,9381.025037442061,NaN,NaN,8099.835,9088.105,9415.02,NaN,NaN,8195.991022364944,8195.991022364944,8195.991022364944,NaN,8227.42,7979.95,8130.56,23.791987579338965,NaN,NaN,NaN,NaN,NaN,NaN,-822.7541385554941,NaN,17.371889939102026,20.761300939556797,423.02369791181496,-5.602710508290321,55.18233600191957,55.36449033045222,-82.62811006089797
2019-10-05,8130,8175,8010,8122.14,8102.38,8102.38,8102.38,30262.006,8975.5895,10818.549747389765,7132.629252610234,NaN,9291.606033697857,NaN,NaN,8104.005,9075.4,9165.3,NaN,NaN,8159.065511182473,8159.065511182473,8159.065511182473,NaN,8175,8010,8122.14,23.690100418041553,21.497676110884925,NaN,NaN,NaN,NaN,NaN,-794.0510786600316,NaN,17.643217447725903,18.388447400479603,404.59343377525676,-6.395679791827956,51.164803450544696,54.09677898120555,-82.3567825522741
2019-10-06,8122.01,8148.43,7760,7852.79,7920.406666666667,7920.406666666667,7920.406666666667,41909.039,8855.765500000001,10663.182067861113,7048.348932138889,NaN,9149.939430328071,NaN,NaN,8104.005,9075.4,9150,NaN,NaN,8005.927755591236,8005.927755591236,8005.927755591236,NaN,8148.43,7760,7852.79,20.644440383332935,20.450178733154917,NaN,NaN,NaN,NaN,NaN,-784.0005208654657,NaN,6.483565193671573,13.8328908601665,403.4389027913099,-1.2726582166938916,51.04390447829243,52.463681310252234,-93.51643480632843
2019-10-07,7851.01,8330,7764.42,8186.88,8093.766666666666,8093.766666666666,8093.766666666666,62760.299,8755.783500000001,10476.849769221175,7034.717230778828,NaN,9149.939430328071,NaN,NaN,8104.005,9075.4,9231.01,NaN,NaN,8096.4038777956175,8096.4038777956175,8096.4038777956175,NaN,8330,7764.42,8186.88,32.27486526426685,20.77838270819888,NaN,NaN,NaN,NaN,NaN,-740.5406192216851,NaN,23.239618384827168,15.78880034207488,415.02040973478773,8.987463773322837,67.78523731844594,56.664648415761015,-76.76038161517283
2019-10-08,8188.55,8322.01,8103.88,8167.62,8197.836666666666,8197.836666666666,8197.836666666666,44715.165,8656.406500000001,10268.889769163097,7043.923230836905,NaN,9149.939430328071,NaN,NaN,8104.005,9070.61,9287.8,NaN,NaN,8132.011938897809,8132.011938897809,8132.011938897809,NaN,8322.01,8103.88,8167.62,31.983842906245926,22.00796460395008,NaN,NaN,NaN,NaN,NaN,-699.5880396520934,NaN,45.575216920268986,25.099466832922577,400.9568090394458,7.197149471300213,84.18713549896107,67.6720924318998,-54.42478307973101
