trade_id,direction,entry_time,exit_time,entry_price,exit_price,pnl_pct,pnl_currency,bars_held,exit_reason,mae,mfe,long_pnl_pct,short_pnl_pct,entry_ema,entry_position,exit_ema,exit_position
1,Long,2025-06-12 17:00:00+00:00,2025-06-12 18:00:00+00:00,2760.86,2734.0,-0.009728852603898885,-26.860000000000277,1,long_exit_signal,-0.009728852603898885,0.0,-0.009728852603898885,0.0,2742.098053097345,1.0,2741.9547247239407,0.0
2,Long,2025-06-16 05:00:00+00:00,2025-06-16 22:00:00+00:00,2606.25,2568.65,-0.014426858513189367,-37.59999999999979,17,long_exit_signal,-0.014426858513189367,0.023900239808153367,-0.014426858513189367,0.0,2586.1835513716264,1.0,2597.670876846103,0.0
3,Long,2025-06-17 02:00:00+00:00,2025-06-17 04:00:00+00:00,2607.83,2590.95,-0.0064728145622989786,-16.880000000000145,2,long_exit_signal,-0.0064728145622989786,0.0,-0.0064728145622989786,0.0,2596.43890771898,1.0,2596.5147671709256,0.0
4,Long,2025-06-20 07:00:00+00:00,2025-06-20 13:00:00+00:00,2548.6,2535.04,-0.0053205681550655415,-13.560000000000038,6,long_exit_signal,-0.0053205681550655415,0.0015812602997724579,-0.0053205681550655415,0.0,2538.264597557656,1.0,2539.294287067024,0.0
5,Long,2025-06-23 22:00:00+00:00,2025-06-26 21:00:00+00:00,2405.81,2412.8,0.002905466350210606,6.990000000000178,71,long_exit_signal,-0.006093581787422919,0.03591306046612153,0.002905466350210606,0.0,2353.509020178523,1.0,2414.238327023429,0.0
6,Long,2025-06-26 23:00:00+00:00,2025-06-27 00:00:00+00:00,2414.54,2399.24,-0.006336610700174883,-15.300000000000262,1,long_exit_signal,-0.006336610700174883,0.0,-0.006336610700174883,0.0,2414.212574771374,1.0,2413.9475734479865,0.0
7,Long,2025-06-27 01:00:00+00:00,2025-06-27 17:00:00+00:00,2425.29,2403.49,-0.008988615794399912,-21.800000000000164,16,long_exit_signal,-0.008988615794399912,0.014126145739272511,-0.008988615794399912,0.0,2414.1483243604116,1.0,2419.8906827076057,0.0
8,Long,2025-06-27 20:00:00+00:00,2025-06-27 21:00:00+00:00,2425.5,2418.9,-0.0027210884353741083,-6.599999999999899,1,long_exit_signal,-0.0027210884353741083,0.0,-0.0027210884353741083,0.0,2419.400961705572,1.0,2419.3920951267123,0.0
9,Long,2025-06-27 22:00:00+00:00,2025-06-28 00:00:00+00:00,2421.3,2417.1,-0.0017346053772767656,-4.200000000000233,2,long_exit_signal,-0.0017346053772767656,0.00031388097303097773,-0.0017346053772767656,0.0,2419.425863354558,1.0,2419.4304943528473,0.0
10,Long,2025-06-28 03:00:00+00:00,2025-06-30 14:00:00+00:00,2419.7,2437.71,0.007443071455139227,18.01000000000039,59,long_exit_signal,0.0,0.040538083233458755,0.007443071455139227,0.0,2419.3628129258555,1.0,2440.887399999314,0.0
11,Long,2025-06-30 15:00:00+00:00,2025-07-01 11:00:00+00:00,2473.54,2448.14,-0.010268683748797303,-25.40000000000008,20,long_exit_signal,-0.010268683748797303,0.01667246133072453,-0.010268683748797303,0.0,2441.4653221232197,1.0,2451.4243703917023,0.0
12,Long,2025-07-02 05:00:00+00:00,2025-07-02 12:00:00+00:00,2443.18,2437.34,-0.0023903273602434716,-5.839999999999645,7,long_exit_signal,-0.0023903273602434716,0.0036509794611940816,-0.0023903273602434716,0.0,2442.497268447845,1.0,2442.962468713638,0.0
13,Long,2025-07-02 13:00:00+00:00,2025-07-04 14:00:00+00:00,2448.36,2515.37,0.02736934110996736,67.00999999999969,49,long_exit_signal,0.0,0.07163979153392486,0.02736934110996736,0.0,2443.05800024083,1.0,2517.3914057780735,0.0
14,Long,2025-07-04 22:00:00+00:00,2025-07-04 23:00:00+00:00,2519.16,2506.86,-0.004882579907588114,-12.299999999999672,1,long_exit_signal,-0.004882579907588114,0.0,-0.004882579907588114,0.0,2514.2800698215183,1.0,2514.1487411521107,0.0
15,Long,2025-07-05 00:00:00+00:00,2025-07-05 01:00:00+00:00,2515.38,2512.95,-0.000966056818452965,-2.430000000000219,1,long_exit_signal,-0.000966056818452965,0.0,-0.000966056818452965,0.0,2514.1705333441087,1.0,2514.1489309840363,0.0
16,Long,2025-07-05 02:00:00+00:00,2025-07-05 13:00:00+00:00,2517.79,2513.12,-0.0018548012344159481,-4.67000000000013,11,long_exit_signal,-0.0018548012344159481,0.0033402309167960276,-0.0018548012344159481,0.0,2514.213374683434,1.0,2514.860638304616,0.0
17,Long,2025-07-05 14:00:00+00:00,2025-07-05 15:00:00+00:00,2517.5,2506.88,-0.0042184707050645365,-10.61999999999997,1,long_exit_signal,-0.0042184707050645365,0.0,-0.0042184707050645365,0.0,2514.9073526709058,1.0,2514.765275632483,0.0
18,Long,2025-07-05 21:00:00+00:00,2025-07-06 02:00:00+00:00,2515.47,2512.02,-0.0013715130770789452,-3.449999999999774,5,long_exit_signal,-0.0013715130770789452,0.0014072916790899281,-0.0013715130770789452,0.0,2513.69248119937,1.0,2513.900576357353,0.0
19,Long,2025-07-06 06:00:00+00:00,2025-07-06 08:00:00+00:00,2520.36,2511.9,-0.003356663333809462,-8.460000000000017,2,long_exit_signal,-0.003356663333809462,0.0,-0.003356663333809462,0.0,2513.8942774372426,1.0,2513.9112375522172,0.0
